Data,Zatrzymani na gorącym uczynku,Zatrzymani poszukiwani,Zatrzymani nietrzeźwi kierujący,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
24.06.2010,842,413,412,134,9,164,92.8,248.58,87.78,2.17,159.25,0.56,0.54,0.01,155.78,288.53,-66.44,92.26
23.06.2010,807,380,357,119,6,141,91.85,235.53,85.62,2.15,158.69,0.55,0.53,0.01,143.68,286.93,-66.84,91.32
22.06.2010,824,357,387,89,5,109,90.9,222.25,83.47,2.13,158.14,0.55,0.52,0.01,131.36,285.33,-67.24,90.38
21.06.2010,918,327,438,102,6,119,89.94,208.74,81.35,2.11,157.59,0.55,0.51,0.01,118.8,283.76,-67.65,89.43
20.06.2010,1370,223,810,111,21,159,88.99,195.0,79.26,2.08,157.04,0.55,0.5,0.01,106.01,282.22,-68.05,88.49
19.06.2010,967,242,550,113,9,157,88.03,181.04,77.19,2.05,156.49,0.55,0.48,0.01,93.01,280.7,-68.46,87.55
18.06.2010,906,353,435,119,6,149,87.08,166.9,75.16,2.02,155.95,0.54,0.47,0.01,79.82,279.21,-68.87,86.61
17.06.2010,765,425,311,130,9,166,86.12,152.59,73.16,1.98,155.4,0.54,0.46,0.01,66.47,277.76,-69.28,85.67
16.06.2010,867,378,387,125,16,132,85.17,138.16,71.2,1.94,154.86,0.54,0.44,0.02,53.0,276.34,-69.69,84.73
15.06.2010,854,349,385,110,11,136,84.21,123.68,69.28,1.9,154.32,0.54,0.43,0.02,39.47,274.96,-70.11,83.79
14.06.2010,841,317,431,148,13,181,83.26,109.21,67.4,1.86,153.79,0.54,0.41,0.02,25.96,273.61,-70.53,82.85
13.06.2010,1040,136,636,143,12,213,82.3,94.85,65.56,1.82,153.25,0.53,0.39,0.02,12.55,272.31,-70.95,81.91
12.06.2010,1029,157,630,125,11,151,81.35,80.67,63.77,1.77,152.72,0.53,0.37,0.02,-0.68,271.05,-71.37,80.97
11.06.2010,952,281,518,160,7,191,80.39,66.74,62.01,1.73,152.19,0.53,0.35,0.02,-13.65,269.83,-71.8,80.03
10.06.2010,1051,371,479,110,6,124,79.43,53.14,60.3,1.69,151.66,0.53,0.33,0.02,-26.29,268.65,-72.22,79.1
09.06.2010,1122,389,656,117,3,145,78.48,39.88,58.64,1.64,151.13,0.53,0.31,0.02,-38.59,267.51,-72.65,78.16
10.06.2010,836,412,395,95,11,115,79.43,53.14,60.3,1.69,151.66,0.53,0.33,0.02,-26.29,268.65,-72.22,79.1
07.06.2010,921,308,474,112,13,120,76.56,14.4,55.44,1.55,150.08,0.52,0.27,0.02,-62.16,265.36,-73.52,76.29
06.06.2010,992,127,547,106,13,155,75.61,2.11,53.91,1.51,149.56,0.52,0.25,0.02,-73.49,264.35,-73.96,75.36
05.06.2010,943,161,572,121,10,142,74.65,350.04,52.42,1.46,149.04,0.52,0.22,0.02,-84.6,263.38,-74.4,74.42
04.06.2010,927,271,536,103,9,129,73.69,338.12,50.98,1.42,148.53,0.51,0.2,0.02,-95.57,262.45,-74.84,73.49
03.06.2010,853,197,476,79,3,97,72.73,326.27,49.59,1.37,148.02,0.51,0.18,0.03,-106.46,261.57,-75.28,72.56
02.06.2010,805,380,390,118,8,148,71.78,314.4,48.24,1.32,147.51,0.51,0.15,0.03,-117.37,260.73,-75.73,71.63
01.06.2010,768,330,369,74,3,85,70.82,302.44,46.94,1.28,147.0,0.51,0.12,0.03,-128.37,259.94,-76.18,70.69
31.05.2010,778,284,338,108,7,141,69.86,290.32,45.68,1.23,146.49,0.5,0.1,0.03,-139.53,259.19,-76.63,69.76
30.05.2010,969,160,565,124,10,187,68.9,277.98,44.48,1.18,145.99,0.5,0.07,0.03,-150.92,258.49,-77.09,68.83
29.05.2010,906,164,490,124,6,159,67.94,265.38,43.32,1.13,145.49,0.5,0.04,0.03,-162.56,257.84,-77.54,67.9
28.05.2010,819,357,405,119,8,138,66.98,252.49,42.22,1.08,144.99,0.5,0.01,0.03,-174.49,257.23,-78.01,66.97
27.05.2010,820,401,400,99,1,119,66.02,239.3,41.16,1.03,144.49,0.49,359.98,0.03,173.28,256.67,-78.47,66.04
26.05.2010,828,395,377,101,6,115,65.06,225.84,40.16,0.97,144.0,0.49,359.95,0.03,160.78,256.17,-78.93,65.11
25.05.2010,785,375,356,105,8,124,64.1,212.14,39.22,0.92,143.51,0.49,359.92,0.03,148.04,255.71,-79.4,64.18
24.05.2010,881,274,455,98,9,125,63.14,198.25,38.33,0.86,143.02,0.49,359.89,0.03,135.1,255.31,-79.88,63.26
23.05.2010,1098,171,621,122,8,168,62.18,184.21,37.49,0.8,142.53,0.48,359.85,0.03,122.03,254.96,-80.35,62.33
22.05.2010,999,208,515,113,9,146,61.22,170.09,36.72,0.74,142.05,0.48,359.82,0.03,108.87,254.67,-80.83,61.4
21.05.2010,861,327,464,117,5,139,60.26,155.92,36.01,0.68,141.57,0.48,359.79,0.03,95.67,254.44,-81.31,60.47
20.05.2010,916,369,421,66,3,84,59.3,141.75,35.36,0.62,141.09,0.48,359.75,0.03,82.45,254.26,-81.8,59.54
19.05.2010,763,356,322,83,9,108,58.33,127.59,34.77,0.55,140.62,0.47,359.72,0.04,69.26,254.15,-82.29,58.62
18.05.2010,626,342,280,102,5,135,57.37,113.48,34.26,0.48,140.15,0.47,359.68,0.04,56.11,254.11,-82.78,57.69
17.05.2010,653,320,331,97,6,123,56.41,99.44,33.81,0.41,139.68,0.47,359.64,0.04,43.03,254.13,-83.27,56.76
16.05.2010,844,143,471,95,20,136,55.44,85.51,33.43,0.34,139.22,0.46,359.61,0.04,30.07,254.22,-83.77,55.84
15.05.2010,879,178,502,101,7,127,54.48,71.73,33.13,0.27,138.75,0.46,359.57,0.04,17.26,254.37,-84.28,54.91
14.05.2010,843,314,434,88,1,122,53.51,58.15,32.9,0.19,138.3,0.46,359.53,0.04,4.64,254.6,-84.78,53.98
13.05.2010,891,362,421,106,6,132,52.55,44.8,32.74,0.11,137.84,0.45,359.49,0.04,-7.75,254.9,-85.29,53.06
12.05.2010,925,392,461,91,6,120,51.58,31.72,32.67,0.04,137.39,0.45,359.45,0.04,-19.86,255.28,-85.81,52.13
11.05.2010,883,343,424,111,8,141,50.61,18.93,32.67,-0.04,136.94,0.45,359.41,0.04,-31.68,255.73,-86.33,51.2
10.05.2010,900,307,454,110,23,117,49.65,6.42,32.75,-0.12,136.5,0.44,359.37,0.04,-43.23,256.25,-86.85,50.28
09.05.2010,1073,168,620,88,8,134,48.68,354.16,32.9,-0.19,136.06,0.44,359.33,0.04,-54.52,256.85,-87.38,49.35
08.05.2010,1114,182,722,91,9,117,47.71,342.12,33.14,-0.27,135.62,0.43,359.29,0.04,-65.6,257.51,-87.91,48.43
07.05.2010,831,332,385,94,10,100,46.75,330.22,33.44,-0.34,135.19,0.43,359.24,0.04,-76.53,258.25,-88.44,47.5
06.05.2010,784,360,317,101,7,145,45.78,318.38,33.81,-0.41,134.76,0.43,359.2,0.04,-87.4,259.05,-88.98,46.58
05.05.2010,774,313,330,79,8,98,44.81,306.53,34.25,-0.47,134.33,0.42,359.16,0.04,-98.28,259.92,-89.52,45.65
04.05.2010,807,248,417,82,4,116,43.84,294.57,34.74,-0.52,133.91,0.42,359.11,0.04,-109.27,260.83,-90.07,44.73
03.05.2010,904,143,529,88,10,128,42.87,282.42,35.29,-0.57,133.49,0.42,359.07,0.04,-120.45,261.8,-90.62,43.8
02.05.2010,1093,152,636,102,6,141,41.9,270.0,35.88,-0.61,133.08,0.41,359.02,0.05,-131.9,262.8,-91.18,42.88
01.05.2010,1114,173,702,105,11,135,40.93,257.25,36.51,-0.64,132.67,0.41,358.98,0.05,-143.68,263.83,-91.74,41.95
30.04.2010,923,382,468,158,10,183,39.96,244.13,37.15,-0.66,132.27,0.4,358.93,0.05,-155.83,264.89,-92.31,41.03
29.04.2010,898,483,440,87,5,96,38.99,230.62,37.81,-0.66,131.87,0.4,358.89,0.05,-168.37,265.95,-92.88,40.1
28.04.2010,832,415,346,96,6,104,38.02,216.76,38.47,-0.66,131.47,0.39,358.84,0.05,178.75,267.0,-93.45,39.18
27.04.2010,843,391,382,106,4,129,37.04,202.61,39.12,-0.64,131.08,0.39,358.79,0.05,165.57,268.04,-94.04,38.25
26.04.2010,904,309,461,104,6,141,36.07,188.26,39.75,-0.61,130.69,0.38,358.74,0.05,152.19,269.05,-94.62,37.33
25.04.2010,949,139,543,134,8,168,35.1,173.81,40.34,-0.57,130.31,0.38,358.7,0.05,138.71,270.03,-95.21,36.4
24.04.2010,1027,161,574,99,12,125,34.13,159.35,40.88,-0.52,129.93,0.37,358.65,0.05,125.23,270.95,-95.81,35.48
23.04.2010,925,375,517,84,6,95,33.15,144.98,41.37,-0.45,129.56,0.37,358.6,0.05,111.83,271.8,-96.41,34.55
22.04.2010,864,398,402,75,4,90,32.18,130.75,41.78,-0.38,129.19,0.36,358.55,0.05,98.57,272.59,-97.02,33.63
21.04.2010,807,406,365,91,11,99,31.2,116.68,42.13,-0.3,128.83,0.36,358.5,0.05,85.48,273.29,-97.63,32.7
20.04.2010,895,418,401,86,5,102,30.22,102.78,42.39,-0.21,128.48,0.35,358.45,0.05,72.56,273.91,-98.25,31.78
19.04.2010,857,313,455,92,10,114,29.25,89.06,42.56,-0.12,128.12,0.35,358.4,0.05,59.82,274.43,-98.88,30.85
18.04.2010,1030,178,602,84,10,122,28.27,75.52,42.63,-0.02,127.78,0.34,358.35,0.05,47.25,274.85,-99.51,29.92
17.04.2010,933,193,491,76,5,94,27.29,62.14,42.6,0.08,127.44,0.34,358.29,0.05,34.85,275.16,-100.15,29.0
16.04.2010,870,369,408,74,4,86,26.31,48.94,42.47,0.18,127.11,0.33,358.24,0.05,22.63,275.37,-100.79,28.07
15.04.2010,908,409,440,77,3,84,25.33,35.94,42.24,0.29,126.78,0.32,358.19,0.05,10.61,275.46,-101.44,27.14
14.04.2010,888,329,382,79,6,94,24.35,23.14,41.9,0.39,126.46,0.32,358.14,0.05,-1.21,275.44,-102.1,26.22
13.04.2010,897,411,423,72,8,89,23.37,10.56,41.45,0.5,126.14,0.31,358.08,0.05,-12.81,275.31,-102.77,25.29
12.04.2010,872,327,426,72,9,78,22.39,358.2,40.9,0.61,125.83,0.31,358.03,0.05,-24.19,275.07,-103.44,24.36
11.04.2010,827,146,415,59,6,92,21.41,346.05,40.24,0.71,125.53,0.3,357.98,0.05,-35.36,274.71,-104.12,23.43
10.04.2010,1088,197,564,70,5,94,20.43,334.07,39.47,0.82,125.23,0.29,357.92,0.05,-46.36,274.24,-104.8,22.5
09.04.2010,1005,333,493,92,9,106,19.45,322.21,38.6,0.92,124.95,0.29,357.87,0.05,-57.24,273.65,-105.5,21.58
08.04.2010,917,393,389,74,5,81,18.46,310.41,37.63,1.02,124.66,0.28,357.82,0.05,-68.05,272.96,-106.2,20.65
07.04.2010,942,398,410,82,11,107,17.48,298.59,36.55,1.12,124.39,0.27,357.76,0.05,-78.89,272.16,-106.91,19.72
06.04.2010,986,387,504,60,5,88,16.5,286.67,35.38,1.22,124.12,0.26,357.71,0.05,-89.82,271.26,-107.63,18.79
05.04.2010,795,151,457,62,8,91,15.51,274.56,34.12,1.31,123.86,0.26,357.65,0.06,-100.96,270.25,-108.35,17.86
04.04.2010,613,89,328,48,4,67,14.53,262.15,32.76,1.4,123.61,0.25,357.6,0.06,-112.38,269.15,-109.08,16.93
03.04.2010,864,215,485,79,9,98,13.54,249.38,31.32,1.48,123.37,0.24,357.54,0.06,-124.17,267.96,-109.82,16.0
02.04.2010,1033,534,525,103,6,138,12.56,236.17,29.8,1.56,123.13,0.23,357.49,0.06,-136.38,266.67,-110.57,15.07
01.04.2010,941,389,410,112,8,126,11.57,222.51,28.2,1.63,122.9,0.22,357.43,0.06,-149.06,265.3,-111.33,14.14
31.03.2010,923,389,405,84,9,101,10.58,208.4,26.54,1.7,122.68,0.22,357.37,0.06,-162.18,263.86,-112.1,13.21
30.03.2010,921,415,387,79,10,91,9.6,193.92,24.81,1.76,122.47,0.21,357.32,0.06,-175.68,262.34,-112.87,12.28
29.03.2010,898,360,403,83,11,99,8.61,179.16,23.02,1.81,122.26,0.2,357.26,0.06,170.56,260.76,-113.66,11.35
28.03.2010,959,150,467,77,7,90,7.62,164.28,21.18,1.86,122.07,0.19,357.21,0.06,156.66,259.12,-114.45,10.41
27.03.2010,1114,201,523,79,11,102,6.67,150.03,19.38,1.9,121.89,0.18,357.15,0.06,143.36,257.49,-115.22,9.52
26.03.2010,1092,339,505,112,7,142,5.68,135.3,17.47,1.93,121.71,0.17,357.09,0.06,129.62,255.76,-116.03,8.59
25.03.2010,1011,485,442,91,9,103,4.69,120.81,15.52,1.96,121.55,0.16,357.04,0.06,116.12,253.98,-116.85,7.65
24.03.2010,980,469,415,62,7,70,3.7,106.61,13.56,1.98,121.39,0.15,356.98,0.06,102.91,252.17,-117.69,6.72
23.03.2010,966,382,428,64,3,67,2.71,92.71,11.57,1.99,121.24,0.14,356.92,0.06,90.0,250.33,-118.53,5.78
22.03.2010,975,394,448,82,8,95,1.72,79.11,9.58,2.0,121.1,0.13,356.87,0.06,77.39,248.47,-119.38,4.85
21.03.2010,967,182,469,75,10,93,0.72,65.77,7.57,2.01,120.97,0.12,356.81,0.06,65.05,246.6,-120.25,3.91
20.03.2010,1115,233,554,77,10,84,359.73,52.68,5.57,2.01,120.86,0.11,356.75,0.06,52.95,244.71,-121.13,2.98
19.03.2010,1175,380,572,75,6,95,358.74,39.8,3.56,2.0,120.75,0.1,356.7,0.06,41.07,242.81,-122.01,2.04
18.03.2010,979,420,415,71,9,81,357.74,27.12,1.56,2.0,120.65,0.09,356.64,0.06,29.38,240.91,-122.91,1.1
17.03.2010,946,429,374,73,6,83,356.74,14.61,359.57,1.99,120.57,0.08,356.58,0.06,17.87,239.0,-123.82,0.16
16.03.2010,849,392,351,74,3,99,355.75,2.28,357.59,1.98,120.49,0.07,356.52,0.06,6.53,237.1,-124.74,-0.78
15.03.2010,756,338,311,107,13,135,354.75,350.11,355.62,1.96,120.43,0.06,356.47,0.06,-4.65,235.19,-125.68,-1.71
14.03.2010,820,165,405,61,4,97,353.76,338.08,353.67,1.95,120.38,0.05,356.41,0.06,-15.67,233.29,-126.62,-2.65
13.03.2010,958,193,505,91,5,126,352.76,326.18,351.73,1.93,120.34,0.03,356.35,0.06,-26.58,231.38,-127.58,-3.6
12.03.2010,909,367,382,83,8,92,351.76,314.37,349.8,1.91,120.31,0.02,356.3,0.06,-37.39,229.49,-128.55,-4.54
11.03.2010,1010,453,411,57,5,69,350.76,302.6,347.9,1.9,120.3,0.01,356.24,0.06,-48.16,227.6,-129.54,-5.48
10.03.2010,856,415,343,69,6,81,349.76,290.81,346.01,1.88,120.3,-0.0,356.18,0.06,-58.96,225.71,-130.53,-6.42
09.03.2010,877,408,380,51,5,57,348.76,278.92,344.14,1.86,120.3,-0.02,356.12,0.06,-69.84,223.83,-131.54,-7.36
08.03.2010,835,326,380,64,3,78,347.76,266.85,342.28,1.84,120.33,-0.03,356.07,0.06,-80.91,221.96,-132.56,-8.31
06.03.2010,798,180,391,94,6,128,345.76,241.83,338.63,1.81,120.41,-0.05,355.95,0.06,-103.93,218.23,-134.65,-10.19
07.03.2010,823,155,375,42,2,58,346.76,254.52,340.45,1.83,120.36,-0.04,356.01,0.06,-92.24,220.09,-133.6,-9.25
05.03.2010,837,366,358,109,3,173,344.76,228.72,336.84,1.79,120.47,-0.07,355.9,0.06,-116.04,216.37,-135.71,-11.14
04.03.2010,961,428,412,88,7,106,343.76,215.12,335.06,1.77,120.54,-0.08,355.84,0.06,-128.64,214.52,-136.78,-12.08
03.03.2010,856,307,399,79,10,89,342.76,201.03,333.29,1.75,120.63,-0.09,355.79,0.06,-141.73,212.67,-137.87,-13.03
02.03.2010,863,374,341,53,4,69,341.75,186.48,331.55,1.74,120.72,-0.11,355.73,0.06,-155.28,210.83,-138.97,-13.98
01.03.2010,744,329,309,54,6,62,340.75,171.56,329.82,1.72,120.84,-0.12,355.67,0.06,-169.19,208.99,-140.09,-14.93
28.02.2010,869,162,436,73,7,93,339.75,156.42,328.11,1.7,120.96,-0.13,355.62,0.06,176.67,207.15,-141.22,-15.87
27.02.2010,846,179,364,69,5,95,338.74,141.22,326.42,1.68,121.1,-0.14,355.56,0.06,162.48,205.32,-142.36,-16.82
26.02.2010,936,373,380,100,10,136,337.74,126.13,324.75,1.67,121.25,-0.16,355.51,0.06,148.4,203.5,-143.51,-17.77
25.02.2010,324,432,837,82,8,98,336.73,111.3,323.09,1.65,121.41,-0.17,355.45,0.05,134.57,201.67,-144.68,-18.72
24.02.2010,813,496,298,62,3,92,335.73,96.81,321.45,1.63,121.59,-0.18,355.4,0.05,121.09,199.85,-145.87,-19.67
23.02.2010,722,466,239,68,5,81,334.72,82.73,319.82,1.62,121.78,-0.2,355.34,0.05,108.01,198.04,-147.06,-20.62
22.02.2010,603,408,203,60,10,79,333.71,69.04,318.21,1.6,121.99,-0.21,355.29,0.05,95.32,196.22,-148.27,-21.58
20.02.2010,713,205,289,49,5,66,331.7,42.74,315.03,1.57,122.43,-0.24,355.18,0.05,71.04,192.6,-150.73,-23.48
21.02.2010,780,163,317,47,3,65,332.71,55.72,316.61,1.59,122.2,-0.22,355.24,0.05,83.02,194.41,-149.5,-22.53
19.02.2010,741,370,245,81,4,107,330.69,30.04,313.47,1.56,122.67,-0.25,355.13,0.05,59.35,190.8,-151.98,-24.44
18.02.2010,718,439,225,61,3,69,329.68,17.58,311.92,1.54,122.93,-0.26,355.08,0.05,47.9,188.99,-153.25,-25.39
17.02.2010,758,377,237,47,6,54,328.67,5.31,310.39,1.52,123.19,-0.27,355.02,0.05,36.64,187.19,-154.52,-26.35
16.02.2010,721,405,242,56,5,82,327.66,353.2,308.87,1.51,123.47,-0.28,354.97,0.05,25.54,185.4,-155.81,-27.31
15.02.2010,610,377,226,53,4,71,326.65,341.21,307.37,1.49,123.76,-0.3,354.92,0.05,14.56,183.61,-157.11,-28.27
14.02.2010,698,144,314,47,2,76,325.64,329.32,305.89,1.48,124.06,-0.31,354.87,0.05,3.68,181.82,-158.42,-29.23
13.02.2010,725,177,254,68,8,98,324.63,317.49,304.42,1.46,124.38,-0.32,354.82,0.05,-7.14,180.04,-159.75,-30.19
12.02.2010,669,359,225,78,2,111,323.62,305.7,302.97,1.44,124.7,-0.33,354.76,0.05,-17.92,178.27,-161.08,-31.15
11.02.2010,701,409,212,95,10,113,322.61,293.91,301.53,1.43,125.03,-0.34,354.71,0.05,-28.7,176.5,-162.42,-32.11
10.02.2010,706,457,221,45,4,51,321.59,282.07,300.11,1.41,125.37,-0.34,354.66,0.05,-39.52,174.74,-163.77,-33.07
09.02.2010,699,414,204,52,3,66,320.58,270.14,298.71,1.39,125.72,-0.35,354.61,0.05,-50.44,172.99,-165.14,-34.03
08.02.2010,573,360,203,57,5,60,319.57,258.04,297.33,1.37,126.08,-0.36,354.56,0.05,-61.53,171.25,-166.51,-34.99
07.02.2010,584,170,271,20,2,25,318.56,245.72,295.97,1.35,126.44,-0.37,354.52,0.05,-72.84,169.53,-167.88,-35.96
06.02.2010,689,237,313,58,4,81,317.54,233.09,294.62,1.33,126.81,-0.37,354.47,0.05,-84.46,167.81,-169.27,-36.92
05.02.2010,857,493,363,73,3,93,316.53,220.08,293.3,1.31,127.19,-0.38,354.42,0.05,-96.45,166.12,-170.66,-37.89
04.02.2010,738,383,240,74,2,95,315.52,206.64,292.01,1.29,127.57,-0.39,354.37,0.05,-108.88,164.43,-172.06,-38.86
03.02.2010,601,376,167,80,3,107,314.5,192.73,290.73,1.26,127.96,-0.39,354.32,0.05,-121.77,162.77,-173.46,-39.82
02.02.2010,664,390,190,55,9,70,313.49,178.36,289.48,1.23,128.35,-0.39,354.28,0.05,-135.12,161.13,-174.86,-40.79
01.02.2010,561,340,175,69,8,92,312.47,163.58,288.26,1.21,128.75,-0.4,354.23,0.05,-148.89,159.52,-176.27,-41.76
31.01.2010,557,166,236,43,3,62,311.46,148.49,287.07,1.17,129.14,-0.4,354.19,0.05,-162.97,157.93,-177.68,-42.73
30.01.2010,400,163,217,60,6,70,310.44,133.24,285.92,1.14,129.54,-0.4,354.14,0.04,-177.2,156.37,-179.1,-43.7
29.01.2010,527,422,150,70,2,120,309.43,117.99,284.79,1.1,129.94,-0.4,354.1,0.04,168.57,154.85,179.49,-44.67
28.01.2010,486,408,127,84,8,106,308.41,102.92,283.71,1.06,130.34,-0.4,354.05,0.04,154.51,153.37,178.07,-45.64
27.01.2010,556,406,147,64,6,83,307.4,88.16,282.67,1.02,130.74,-0.4,354.01,0.04,140.76,151.92,176.65,-46.61
26.01.2010,478,359,148,56,9,69,306.38,73.8,281.67,0.97,131.14,-0.4,353.97,0.04,127.42,150.53,175.24,-47.59
25.01.2010,429,352,142,55,8,62,305.36,59.89,280.72,0.92,131.54,-0.4,353.92,0.04,114.53,149.19,173.83,-48.56
24.01.2010,456,124,201,33,0,49,304.35,46.43,279.83,0.86,131.93,-0.39,353.88,0.04,102.08,147.9,172.42,-49.53
23.01.2010,479,181,217,45,2,51,303.33,33.38,279.01,0.79,132.32,-0.39,353.84,0.04,90.05,146.68,171.01,-50.51
22.01.2010,529,376,173,44,9,54,302.31,20.7,278.25,0.72,132.71,-0.38,353.8,0.04,78.39,145.54,169.6,-51.49
21.01.2010,530,451,166,55,2,65,301.3,8.32,277.56,0.64,133.09,-0.38,353.76,0.04,67.03,144.47,168.21,-52.46
20.01.2010,587,468,183,64,1,72,300.28,356.17,276.97,0.55,133.47,-0.37,353.72,0.04,55.89,143.5,166.81,-53.44
19.01.2010,538,425,161,88,10,109,299.26,344.19,276.46,0.46,133.83,-0.37,353.68,0.04,44.93,142.62,165.42,-54.42
18.01.2010,488,344,162,71,7,87,298.24,332.32,276.05,0.35,134.2,-0.36,353.64,0.04,34.08,141.86,164.04,-55.4
17.01.2010,556,158,209,44,5,55,297.22,320.51,275.76,0.23,134.55,-0.35,353.61,0.04,23.29,141.21,162.67,-56.38
16.01.2010,551,198,213,55,3,65,296.2,308.72,275.59,0.1,134.9,-0.34,353.57,0.04,12.52,140.7,161.31,-57.37
15.01.2010,610,416,187,55,5,67,295.19,296.9,275.56,-0.03,135.23,-0.33,353.53,0.04,1.72,140.33,159.95,-58.35
14.01.2010,569,405,188,55,2,64,294.17,285.03,275.67,-0.18,135.56,-0.32,353.5,0.04,-9.14,140.11,158.61,-59.33
13.01.2010,603,397,190,52,3,56,293.15,273.06,275.93,-0.34,135.88,-0.31,353.46,0.03,-20.08,140.05,157.27,-60.32
12.01.2010,551,372,170,66,7,91,292.13,260.97,276.35,-0.5,136.18,-0.3,353.43,0.03,-31.16,140.17,155.94,-61.3
11.01.2010,535,313,200,52,5,60,291.11,248.71,276.93,-0.67,136.48,-0.29,353.4,0.03,-42.39,140.46,154.63,-62.29
10.01.2010,518,167,196,49,1,78,290.09,236.26,277.68,-0.83,136.76,-0.28,353.36,0.03,-53.83,140.92,153.33,-63.27
10.01.2010,519,139,189,69,4,116,290.09,236.26,277.68,-0.83,136.76,-0.28,353.36,0.03,-53.83,140.92,153.33,-63.27
09.01.2010,569,325,225,77,5,101,289.07,223.55,278.59,-0.98,137.03,-0.27,353.33,0.03,-65.52,141.56,152.04,-64.26
07.01.2010,573,415,192,67,4,85,287.03,197.21,280.82,-1.23,137.54,-0.24,353.27,0.03,-89.82,143.28,149.49,-66.24
06.01.2010,469,400,131,66,5,85,286.01,183.51,282.09,-1.31,137.77,-0.23,353.24,0.03,-102.51,144.32,148.24,-67.23
05.01.2010,500,369,151,66,6,79,284.99,169.42,283.42,-1.35,137.99,-0.21,353.21,0.03,-115.58,145.43,147.0,-68.22
04.01.2010,428,324,163,45,3,49,283.97,154.97,284.77,-1.35,138.2,-0.2,353.18,0.03,-129.01,146.57,145.77,-69.21
03.01.2010,441,121,184,39,0,69,282.96,140.2,286.1,-1.3,138.4,-0.19,353.15,0.03,-142.75,147.71,144.56,-70.2
02.01.2010,439,123,173,45,7,64,281.94,125.22,287.36,-1.21,138.58,-0.17,353.13,0.03,-156.72,148.79,143.36,-71.19
01.01.2010,804,140,411,56,5,82,280.92,110.15,288.51,-1.08,138.75,-0.16,353.1,0.03,-170.77,149.77,142.17,-72.18
31.12.2009,482,195,189,82,6,107,279.9,95.12,289.52,-0.93,138.9,-0.15,353.08,0.02,175.22,150.62,141.0,-73.18
30.12.2009,617,408,221,79,8,104,278.88,80.3,290.36,-0.75,139.04,-0.13,353.05,0.02,161.42,151.32,139.84,-74.17
29.12.2009,622,455,233,81,8,107,277.86,65.8,291.01,-0.55,139.17,-0.12,353.03,0.02,147.93,151.85,138.7,-75.17
28.12.2009,633,569,235,117,11,151,276.84,51.7,291.47,-0.36,139.28,-0.11,353.01,0.02,134.86,152.19,137.56,-76.16
26.12.2009,510,99,249,62,9,86,274.81,24.87,291.79,0.03,139.46,-0.08,352.96,0.02,110.06,152.33,135.34,-78.16
27.12.2009,537,171,283,71,9,109,275.82,38.06,291.73,-0.16,139.38,-0.09,352.98,0.02,122.23,152.35,136.45,-77.16
25.12.2009,397,89,182,49,5,62,273.79,12.09,291.68,0.21,139.54,-0.07,352.94,0.02,98.3,152.14,134.25,-79.16
24.12.2009,498,278,237,69,13,81,272.77,359.66,291.39,0.37,139.59,-0.05,352.92,0.02,86.9,151.79,133.17,-80.15
23.12.2009,589,375,255,151,11,184,271.75,347.52,290.94,0.52,139.64,-0.04,352.9,0.02,75.77,151.3,132.11,-81.15
22.12.2009,603,365,229,126,15,154,270.73,335.58,290.35,0.65,139.67,-0.03,352.89,0.02,64.85,150.68,131.06,-82.15
21.12.2009,435,329,164,106,7,128,269.71,323.75,289.64,0.77,139.69,-0.01,352.87,0.02,54.04,149.95,130.02,-83.16
20.12.2009,474,165,211,50,4,65,268.69,311.98,288.81,0.88,139.7,0.0,352.85,0.02,43.28,149.12,129.0,-84.16
19.12.2009,524,204,232,64,7,82,267.68,300.18,287.89,0.97,139.69,0.01,352.84,0.02,32.5,148.2,127.99,-85.16
18.12.2009,477,303,172,86,6,100,266.66,288.3,286.88,1.05,139.67,0.03,352.82,0.01,21.64,147.21,126.99,-86.17
17.12.2009,541,355,186,109,9,126,265.64,276.3,285.79,1.12,139.63,0.04,352.81,0.01,10.66,146.16,126.01,-87.17
16.12.2009,641,401,242,73,4,81,264.62,264.14,284.64,1.18,139.59,0.05,352.8,0.01,-0.48,145.05,125.03,-88.17
15.12.2009,637,382,230,100,7,129,263.6,251.79,283.43,1.23,139.53,0.07,352.78,0.01,-11.81,143.91,124.08,-89.18
14.12.2009,660,328,273,107,8,141,262.59,239.25,282.18,1.28,139.46,0.08,352.77,0.01,-23.33,142.72,123.13,-90.19
13.12.2009,776,175,388,75,13,83,261.57,226.5,280.88,1.31,139.37,0.09,352.76,0.01,-35.06,141.51,122.2,-91.19
12.12.2009,794,216,412,109,16,124,260.55,213.54,279.55,1.35,139.28,0.1,352.75,0.01,-47.01,140.28,121.27,-92.2
11.12.2009,878,377,419,100,18,104,259.53,200.35,278.19,1.37,139.17,0.11,352.74,0.01,-59.19,139.02,120.36,-93.21
10.12.2009,825,430,362,113,18,121,258.52,186.92,276.81,1.4,139.05,0.12,352.74,0.01,-71.59,137.76,119.47,-94.22
09.12.2009,711,358,315,113,12,139,257.5,173.26,275.4,1.42,138.92,0.14,352.73,0.01,-84.24,136.48,118.58,-95.23
08.12.2009,940,417,455,131,12,142,256.49,159.35,273.97,1.43,138.78,0.15,352.72,0.01,-97.13,135.19,117.71,-96.24
