Data,Zatrzymani na gorącym uczynku,Zatrzymani poszukiwani,Zatrzymani nietrzeźwi kierujący,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
28.06.2014,843,157,471,105,10,144,96.65,108.66,84.75,-0.23,197.35,0.38,16.28,0.02,12.01,247.4,-100.71,80.36
27.06.2014,654,249,265,135,9,167,95.69,96.56,85.02,-0.3,196.98,0.37,16.26,0.02,0.87,248.05,-101.29,79.43
26.06.2014,646,256,218,91,8,105,94.74,84.33,85.35,-0.36,196.61,0.37,16.24,0.02,-10.41,248.75,-101.87,78.49
25.06.2014,646,254,234,99,7,114,93.78,71.96,85.74,-0.42,196.24,0.36,16.22,0.02,-21.82,249.5,-102.46,77.56
24.06.2014,662,240,240,99,5,109,92.83,59.43,86.18,-0.46,195.89,0.35,16.2,0.02,-33.4,250.3,-103.06,76.63
23.06.2014,741,221,352,96,4,113,91.87,46.71,86.67,-0.5,195.54,0.35,16.18,0.02,-45.16,251.13,-103.66,75.7
22.06.2014,817,139,399,94,10,135,90.92,33.79,87.19,-0.54,195.2,0.34,16.15,0.02,-57.13,251.99,-104.28,74.77
21.06.2014,738,128,384,68,10,74,89.97,20.62,87.74,-0.56,194.86,0.33,16.13,0.02,-69.35,252.87,-104.9,73.84
20.06.2014,801,203,357,87,10,114,89.01,7.17,88.3,-0.57,194.54,0.32,16.11,0.02,-81.84,253.76,-105.53,72.91
19.06.2014,671,150,342,83,11,100,88.06,353.41,88.87,-0.57,194.22,0.31,16.08,0.03,-94.65,254.66,-106.16,71.98
18.06.2014,746,245,319,133,5,154,87.1,339.32,89.44,-0.57,193.91,0.31,16.05,0.03,-107.79,255.54,-106.81,71.05
17.06.2014,626,256,216,96,7,107,86.15,324.91,90.0,-0.55,193.6,0.3,16.03,0.03,-121.24,256.4,-107.46,70.12
16.06.2014,690,245,305,93,7,115,85.19,310.23,90.54,-0.52,193.31,0.29,16.0,0.03,-134.96,257.23,-108.12,69.19
15.06.2014,943,146,480,60,6,81,84.24,295.37,91.04,-0.49,193.02,0.28,15.97,0.03,-148.87,258.02,-108.78,68.27
14.06.2014,760,263,329,101,6,101,83.28,280.47,91.51,-0.45,192.74,0.27,15.94,0.03,-162.82,258.77,-109.46,67.34
13.06.2014,707,257,295,121,9,148,82.33,265.65,91.93,-0.4,192.47,0.27,15.91,0.03,-176.68,259.46,-110.15,66.41
12.06.2014,772,263,329,101,6,101,81.37,251.07,92.3,-0.34,192.21,0.26,15.88,0.03,169.7,260.09,-110.84,65.49
11.06.2014,690,277,283,125,6,142,80.42,236.84,92.61,-0.28,191.96,0.25,15.85,0.03,156.42,260.65,-111.54,64.57
10.06.2014,705,247,259,106,6,119,79.46,223.03,92.85,-0.21,191.72,0.24,15.82,0.03,143.57,261.14,-112.25,63.64
09.06.2014,893,234,414,108,9,129,78.51,209.65,93.03,-0.14,191.48,0.23,15.79,0.03,131.15,261.55,-112.98,62.72
08.06.2014,993,130,572,124,13,159,77.55,196.7,93.14,-0.07,191.26,0.22,15.76,0.03,119.15,261.88,-113.71,61.79
07.06.2014,890,154,431,114,17,137,76.59,184.12,93.17,0.01,191.04,0.21,15.72,0.03,107.52,262.13,-114.45,60.87
06.06.2014,1063,284,531,110,3,133,75.64,171.84,93.12,0.08,190.84,0.2,15.69,0.03,96.2,262.29,-115.2,59.95
05.06.2014,746,240,269,102,11,125,74.68,159.78,93.0,0.16,190.64,0.19,15.65,0.04,85.1,262.36,-115.96,59.03
04.06.2014,648,275,218,79,3,99,73.72,147.86,92.8,0.24,190.45,0.18,15.62,0.04,74.13,262.35,-116.73,58.1
03.06.2014,673,313,250,73,7,81,72.76,135.99,92.53,0.31,190.28,0.17,15.58,0.04,63.23,262.25,-117.52,57.18
02.06.2014,720,220,306,92,6,108,71.81,124.11,92.18,0.39,190.12,0.16,15.54,0.04,52.31,262.06,-118.31,56.26
01.06.2014,806,131,394,87,8,110,70.85,112.16,91.75,0.47,189.96,0.15,15.51,0.04,41.31,261.79,-119.12,55.34
31.05.2014,698,130,317,85,11,112,69.89,100.08,91.25,0.54,189.82,0.14,15.47,0.04,30.19,261.43,-119.93,54.42
30.05.2014,574,237,181,92,9,97,68.93,87.83,90.67,0.61,189.69,0.13,15.43,0.04,18.9,260.98,-120.76,53.5
29.05.2014,677,255,212,95,5,115,67.97,75.4,90.02,0.69,189.57,0.11,15.39,0.04,7.43,260.45,-121.6,52.58
28.05.2014,607,262,217,94,5,115,67.01,62.77,89.3,0.76,189.46,0.1,15.35,0.04,-4.24,259.84,-122.45,51.66
27.05.2014,657,248,218,93,8,129,66.05,49.93,88.51,0.83,189.36,0.09,15.31,0.04,-16.11,259.15,-123.31,50.74
26.05.2014,733,236,278,120,7,143,65.09,36.89,87.65,0.89,189.28,0.08,15.27,0.04,-28.19,258.37,-124.19,49.82
25.05.2014,977,148,497,88,12,107,64.13,23.65,86.72,0.96,189.21,0.07,15.23,0.04,-40.48,257.52,-125.08,48.9
24.05.2014,824,175,399,120,8,150,63.17,10.21,85.73,1.03,189.14,0.05,15.19,0.04,-52.96,256.58,-125.98,47.98
23.05.2014,656,230,268,128,12,139,62.2,356.56,84.67,1.09,189.1,0.04,15.14,0.04,-65.65,255.57,-126.89,47.06
22.05.2014,713,245,247,110,5,137,61.24,342.7,83.54,1.16,189.06,0.03,15.1,0.04,-78.54,254.48,-127.82,46.14
21.05.2014,673,251,224,99,5,116,60.28,328.64,82.35,1.22,189.04,0.02,15.06,0.04,-91.64,253.32,-128.76,45.23
20.05.2014,707,282,253,109,6,112,59.32,314.4,81.1,1.28,189.03,0.0,15.01,0.04,-104.92,252.08,-129.71,44.31
19.05.2014,723,210,317,90,10,101,58.36,300.02,79.79,1.34,189.03,-0.01,14.97,0.05,-118.33,250.76,-130.67,43.39
18.05.2014,876,106,429,64,11,93,57.39,285.56,78.42,1.4,189.04,-0.02,14.92,0.05,-131.84,249.37,-131.65,42.47
17.05.2014,755,117,364,81,7,109,56.43,271.09,76.98,1.46,189.07,-0.03,14.88,0.05,-145.34,247.91,-132.64,41.55
16.05.2014,631,251,256,98,10,124,55.47,256.7,75.49,1.52,189.11,-0.05,14.83,0.05,-158.76,246.38,-133.64,40.64
15.05.2014,627,276,215,56,2,73,54.5,242.5,73.94,1.58,189.16,-0.06,14.78,0.05,-172.0,244.77,-134.66,39.72
14.05.2014,665,283,247,103,6,123,53.54,228.57,72.33,1.64,189.23,-0.07,14.74,0.05,175.03,243.1,-135.69,38.8
13.05.2014,698,259,253,81,9,75,52.57,214.95,70.66,1.69,189.31,-0.09,14.69,0.05,162.38,241.35,-136.74,37.89
12.05.2014,714,201,293,96,7,127,51.61,201.69,68.94,1.75,189.41,-0.1,14.64,0.05,150.08,239.54,-137.8,36.97
11.05.2014,772,139,380,86,11,121,50.64,188.78,67.17,1.8,189.51,-0.11,14.59,0.05,138.14,237.66,-138.87,36.05
10.05.2014,802,147,370,80,5,89,49.68,176.2,65.35,1.85,189.63,-0.13,14.54,0.05,126.52,235.71,-139.96,35.13
09.05.2014,679,228,254,119,4,134,48.71,163.89,63.47,1.9,189.77,-0.14,14.49,0.05,115.18,233.71,-141.06,34.22
08.05.2014,973,227,462,92,3,110,47.74,151.8,61.55,1.94,189.91,-0.15,14.44,0.05,104.06,231.64,-142.17,33.3
07.05.2014,621,240,221,84,2,100,46.78,139.85,59.59,1.98,190.07,-0.17,14.39,0.05,93.08,229.52,-143.3,32.38
06.05.2014,627,259,199,79,4,90,45.81,127.96,57.59,2.02,190.25,-0.18,14.34,0.05,82.16,227.34,-144.44,31.46
05.05.2014,589,184,248,82,5,94,44.84,116.06,55.55,2.05,190.43,-0.19,14.29,0.05,71.23,225.12,-145.59,30.55
04.05.2014,618,113,272,61,13,72,43.87,104.08,53.49,2.08,190.63,-0.21,14.24,0.05,60.21,222.85,-146.76,29.63
03.05.2014,621,113,259,61,5,79,42.9,91.93,51.39,2.11,190.85,-0.22,14.19,0.05,49.03,220.55,-147.95,28.71
02.05.2014,772,177,401,60,7,64,41.93,79.58,49.28,2.12,191.07,-0.23,14.14,0.05,37.65,218.21,-149.14,27.79
01.05.2014,716,126,372,83,6,120,40.96,66.98,47.15,2.14,191.31,-0.24,14.09,0.05,26.02,215.84,-150.35,26.87
30.04.2014,611,225,235,104,5,122,39.99,54.1,45.0,2.15,191.56,-0.26,14.03,0.05,14.12,213.45,-151.57,25.95
29.04.2014,629,248,220,87,3,92,39.02,40.95,42.85,2.15,191.82,-0.27,13.98,0.05,1.93,211.03,-152.8,25.04
28.04.2014,745,216,272,83,7,94,38.04,27.53,40.7,2.15,192.09,-0.28,13.93,0.05,-10.52,208.61,-154.05,24.12
27.04.2014,846,142,365,70,9,85,37.07,13.86,38.55,2.15,192.38,-0.29,13.87,0.05,-23.21,206.18,-155.31,23.2
26.04.2014,750,139,309,86,7,110,36.1,359.99,36.41,2.14,192.67,-0.3,13.82,0.05,-36.1,203.74,-156.57,22.28
25.04.2014,668,253,233,76,4,83,35.12,345.96,34.28,2.12,192.97,-0.31,13.77,0.05,-49.16,201.31,-157.85,21.36
24.04.2014,681,245,223,82,9,83,34.15,331.82,32.17,2.11,193.29,-0.32,13.71,0.05,-62.33,198.88,-159.14,20.44
23.04.2014,608,254,218,74,6,81,33.17,317.61,30.06,2.09,193.61,-0.33,13.66,0.05,-75.56,196.45,-160.44,19.52
22.04.2014,898,247,413,85,7,101,32.2,303.38,27.98,2.07,193.94,-0.34,13.6,0.05,-88.82,194.04,-161.74,18.6
21.04.2014,698,124,325,60,4,102,31.22,289.17,25.92,2.05,194.28,-0.34,13.55,0.06,-102.06,191.64,-163.06,17.68
20.04.2014,614,96,282,45,4,55,30.25,275.01,23.88,2.03,194.63,-0.35,13.49,0.06,-115.24,189.25,-164.38,16.76
19.04.2014,759,155,364,89,13,118,29.27,260.96,21.86,2.01,194.98,-0.36,13.44,0.06,-128.31,186.88,-165.71,15.83
18.04.2014,907,322,353,99,12,106,28.29,247.05,19.87,1.98,195.34,-0.36,13.38,0.06,-141.25,184.53,-167.05,14.91
17.04.2014,726,249,251,92,7,102,27.32,233.31,17.9,1.96,195.71,-0.37,13.33,0.06,-154.0,182.19,-168.39,13.99
16.04.2014,658,248,203,72,5,76,26.34,219.8,15.96,1.93,196.08,-0.37,13.27,0.06,-166.54,179.88,-169.74,13.07
14.04.2014,681,231,277,84,8,103,24.38,193.51,12.15,1.88,196.83,-0.38,13.16,0.06,169.13,175.32,-172.45,11.22
13.04.2014,804,111,342,57,16,73,23.4,180.76,10.28,1.85,197.21,-0.38,13.1,0.06,157.36,173.07,-173.81,10.3
12.04.2014,849,146,345,87,11,116,22.42,168.27,8.44,1.83,197.59,-0.38,13.04,0.06,145.84,170.85,-175.17,9.38
11.04.2014,790,254,297,74,8,89,21.44,156.0,6.62,1.8,197.97,-0.38,12.99,0.06,134.56,168.65,-176.53,8.45
10.04.2014,609,257,210,82,2,98,20.46,143.92,4.83,1.78,198.36,-0.38,12.93,0.06,123.46,166.47,-177.9,7.53
09.04.2014,678,227,206,83,8,91,19.48,131.97,3.06,1.75,198.74,-0.38,12.87,0.06,112.49,164.32,-179.26,6.6
08.04.2014,738,284,281,112,5,127,18.49,120.08,1.32,1.73,199.12,-0.38,12.82,0.06,101.59,162.2,179.37,5.68
07.04.2014,849,222,356,77,6,106,17.51,108.19,359.6,1.7,199.5,-0.38,12.76,0.06,90.68,160.1,178.01,4.75
06.04.2014,802,144,368,58,6,76,16.53,96.22,357.91,1.68,199.88,-0.38,12.7,0.06,79.69,158.03,176.64,3.82
05.04.2014,744,139,313,80,8,102,15.54,84.08,356.24,1.66,200.26,-0.37,12.65,0.06,68.54,155.98,175.28,2.9
04.04.2014,727,243,263,95,8,108,14.56,71.71,354.6,1.63,200.63,-0.37,12.59,0.06,57.15,153.97,173.93,1.97
03.04.2014,784,269,242,100,4,123,13.57,59.04,352.98,1.61,201.0,-0.36,12.53,0.06,45.47,151.98,172.57,1.04
02.04.2014,609,265,210,79,1,86,12.59,46.03,351.38,1.58,201.36,-0.36,12.47,0.06,33.44,150.02,171.22,0.11
01.04.2014,691,276,214,70,4,86,11.6,32.64,349.81,1.56,201.72,-0.35,12.42,0.06,21.05,148.09,169.88,-0.82
31.03.2014,669,239,281,75,7,78,10.61,18.9,348.26,1.53,202.07,-0.35,12.36,0.06,8.29,146.2,168.54,-1.75
30.03.2014,738,146,334,103,8,124,9.62,4.82,346.74,1.51,202.41,-0.34,12.3,0.06,-4.8,144.33,167.21,-2.68
29.03.2014,760,135,336,75,8,84,8.67,351.08,345.31,1.49,202.73,-0.33,12.25,0.06,-17.59,142.58,165.95,-3.57
28.03.2014,667,293,215,76,9,83,7.69,336.57,343.83,1.46,203.06,-0.32,12.19,0.06,-31.11,140.78,164.63,-4.51
27.03.2014,638,243,176,85,6,95,6.7,322.0,342.38,1.44,203.37,-0.31,12.13,0.06,-44.7,139.01,163.32,-5.44
26.03.2014,639,300,167,71,5,81,5.71,307.45,340.96,1.41,203.68,-0.3,12.08,0.06,-58.26,137.28,162.03,-6.37
25.03.2014,545,275,130,62,4,87,4.71,293.02,339.57,1.38,203.98,-0.29,12.02,0.06,-71.7,135.59,160.74,-7.31
24.03.2014,714,235,270,97,8,119,3.72,278.77,338.2,1.35,204.27,-0.28,11.96,0.06,-84.96,133.93,159.46,-8.24
23.03.2014,777,127,346,69,8,97,2.73,264.74,336.86,1.33,204.54,-0.27,11.91,0.06,-97.99,132.31,158.19,-9.18
22.03.2014,867,151,369,88,8,104,1.74,250.95,335.54,1.3,204.81,-0.26,11.85,0.06,-110.79,130.74,156.93,-10.11
21.03.2014,819,275,276,108,4,127,0.75,237.39,334.26,1.27,205.06,-0.25,11.79,0.06,-123.35,129.2,155.69,-11.05
20.03.2014,837,290,258,60,4,66,359.75,224.07,333.01,1.23,205.3,-0.24,11.74,0.06,-135.68,127.71,154.45,-11.98
19.03.2014,668,271,189,75,6,88,358.76,210.96,331.79,1.2,205.53,-0.22,11.68,0.06,-147.8,126.26,153.23,-12.92
18.03.2014,744,268,243,66,7,76,357.77,198.06,330.61,1.17,205.75,-0.21,11.63,0.06,-159.7,124.86,152.01,-13.86
17.03.2014,596,248,200,59,5,75,356.77,185.36,329.46,1.13,205.96,-0.2,11.57,0.06,-171.41,123.5,150.81,-14.8
16.03.2014,647,127,267,81,6,112,355.78,172.85,328.35,1.09,206.15,-0.19,11.51,0.06,177.07,122.19,149.62,-15.74
15.03.2014,744,132,310,92,7,124,354.78,160.51,327.27,1.05,206.33,-0.17,11.46,0.06,165.73,120.94,148.45,-16.68
14.03.2014,749,260,233,89,7,95,353.78,148.34,326.24,1.01,206.5,-0.16,11.4,0.06,154.56,119.74,147.28,-17.62
13.03.2014,803,291,256,81,2,96,352.79,136.31,325.26,0.96,206.66,-0.15,11.35,0.05,143.52,118.6,146.13,-18.56
12.03.2014,705,280,218,70,4,94,351.79,124.38,324.32,0.92,206.8,-0.14,11.29,0.05,132.59,117.52,144.99,-19.51
11.03.2014,712,287,218,78,5,88,350.79,112.52,323.43,0.86,206.93,-0.12,11.24,0.05,121.73,116.5,143.86,-20.45
10.03.2014,761,270,297,89,4,106,349.79,100.66,322.59,0.81,207.05,-0.11,11.19,0.05,110.86,115.54,142.74,-21.39
09.03.2014,853,151,401,62,8,87,348.79,88.73,321.81,0.75,207.15,-0.1,11.13,0.05,99.93,114.66,141.64,-22.34
08.03.2014,947,156,432,57,5,64,347.79,76.66,321.09,0.69,207.25,-0.09,11.08,0.05,88.86,113.85,140.55,-23.28
07.03.2014,692,264,228,52,4,57,346.79,64.36,320.44,0.62,207.32,-0.07,11.02,0.05,77.57,113.12,139.47,-24.23
06.03.2014,614,300,166,46,4,49,345.79,51.76,319.86,0.54,207.39,-0.06,10.97,0.05,65.97,112.47,138.4,-25.18
05.03.2014,779,277,223,50,6,49,344.79,38.78,319.36,0.47,207.44,-0.05,10.92,0.05,53.99,111.91,137.35,-26.13
04.03.2014,662,295,218,51,5,50,343.79,25.37,318.93,0.38,207.49,-0.03,10.87,0.05,41.58,111.45,136.3,-27.08
03.03.2014,735,228,244,53,7,65,342.78,11.5,318.59,0.29,207.51,-0.02,10.81,0.05,28.71,111.08,135.27,-28.03
02.03.2014,822,153,378,54,9,68,341.78,357.19,318.35,0.2,207.53,-0.01,10.76,0.05,15.41,110.82,134.25,-28.98
01.03.2014,822,134,352,64,10,71,340.78,342.51,318.2,0.09,207.53,0.0,10.71,0.05,1.73,110.67,133.24,-29.93
28.02.2014,900,268,396,62,7,64,339.77,327.58,318.16,-0.01,207.52,0.02,10.66,0.05,-12.2,110.64,132.25,-30.89
27.02.2014,690,294,185,51,7,54,338.77,312.54,318.23,-0.13,207.5,0.03,10.61,0.05,-26.23,110.73,131.27,-31.84
26.02.2014,648,282,186,64,7,64,337.76,297.56,318.42,-0.24,207.47,0.04,10.56,0.05,-40.2,110.95,130.29,-32.8
25.02.2014,607,256,180,59,9,63,336.76,282.78,318.72,-0.37,207.42,0.05,10.51,0.05,-53.98,111.3,129.33,-33.75
24.02.2014,709,227,272,82,8,85,335.75,268.31,319.15,-0.49,207.37,0.06,10.46,0.05,-67.45,111.78,128.38,-34.71
23.02.2014,706,134,302,62,9,82,334.74,254.19,319.7,-0.61,207.3,0.07,10.41,0.05,-80.55,112.4,127.44,-35.67
22.02.2014,739,145,288,58,4,64,333.74,240.46,320.37,-0.73,207.22,0.09,10.36,0.05,-93.28,113.15,126.52,-36.62
21.02.2014,799,260,415,75,3,94,332.73,227.07,321.16,-0.84,207.13,0.1,10.31,0.05,-105.66,114.03,125.6,-37.58
20.02.2014,659,284,203,62,7,77,331.72,214.0,322.05,-0.94,207.03,0.11,10.27,0.05,-117.72,115.03,124.69,-38.54
19.02.2014,693,274,181,49,4,52,330.71,201.2,323.04,-1.03,206.92,0.12,10.22,0.05,-129.52,116.13,123.8,-39.5
18.02.2014,653,267,184,75,8,81,329.71,188.61,324.11,-1.1,206.79,0.13,10.17,0.05,-141.09,117.31,122.91,-40.47
17.02.2014,720,258,254,84,8,97,328.7,176.2,325.22,-1.14,206.66,0.14,10.13,0.05,-152.49,118.57,122.04,-41.43
16.02.2014,710,119,280,47,4,62,327.69,163.94,326.37,-1.15,206.52,0.15,10.08,0.05,-163.75,119.85,121.17,-42.39
15.02.2014,812,150,344,80,6,103,326.68,151.8,327.52,-1.14,206.36,0.16,10.04,0.04,-174.88,121.15,120.32,-43.36
14.02.2014,591,226,159,85,3,103,325.67,139.76,328.63,-1.09,206.2,0.17,9.99,0.04,174.09,122.43,119.47,-44.32
13.02.2014,702,287,163,84,3,106,324.66,127.81,329.69,-1.01,206.03,0.18,9.95,0.04,163.15,123.66,118.63,-45.29
12.02.2014,679,291,168,78,12,104,323.65,115.92,330.65,-0.91,205.85,0.19,9.9,0.04,152.27,124.8,117.8,-46.25
11.02.2014,683,279,184,98,14,131,322.64,104.06,331.5,-0.78,205.66,0.2,9.86,0.04,141.43,125.84,116.98,-47.22
10.02.2014,711,241,268,85,6,89,321.63,92.21,332.2,-0.63,205.46,0.2,9.82,0.04,130.58,126.74,116.17,-48.19
09.02.2014,789,140,290,59,6,75,320.61,80.29,332.74,-0.46,205.25,0.21,9.78,0.04,119.68,127.5,115.37,-49.16
08.02.2014,811,170,302,79,4,99,319.6,68.26,333.12,-0.28,205.03,0.22,9.73,0.04,108.66,128.09,114.57,-50.13
07.02.2014,759,254,225,70,6,80,318.59,56.04,333.31,-0.1,204.81,0.23,9.69,0.04,97.45,128.5,113.78,-51.11
06.02.2014,703,307,195,66,7,91,317.57,43.53,333.32,0.08,204.57,0.24,9.65,0.04,85.96,128.75,113.0,-52.08
05.02.2014,626,297,161,82,4,93,316.56,30.67,333.15,0.26,204.33,0.25,9.61,0.04,74.11,128.82,112.23,-53.05
04.02.2014,606,268,161,65,6,85,315.55,17.37,332.8,0.43,204.08,0.25,9.57,0.04,61.82,128.72,111.47,-54.03
03.02.2014,595,249,220,60,5,68,314.53,3.58,332.29,0.59,203.82,0.26,9.54,0.04,49.05,128.47,110.71,-55.0
02.02.2014,673,120,266,38,3,51,313.52,349.29,331.62,0.75,203.56,0.27,9.5,0.04,35.77,128.06,109.96,-55.98
01.02.2014,593,169,216,42,8,51,312.5,334.54,330.8,0.88,203.28,0.28,9.46,0.04,22.04,127.52,109.22,-56.96
31.01.2014,453,277,119,64,4,75,311.49,319.43,329.86,1.01,203.0,0.28,9.43,0.04,7.94,126.85,108.48,-57.94
30.01.2014,578,295,128,56,5,73,310.47,304.12,328.79,1.12,202.71,0.29,9.39,0.04,-6.35,126.08,107.76,-58.92
29.01.2014,479,269,109,45,3,49,309.46,288.81,327.62,1.22,202.42,0.3,9.36,0.03,-20.64,125.2,107.04,-59.9
28.01.2014,479,269,109,45,3,49,308.44,273.69,326.36,1.3,202.12,0.31,9.32,0.03,-34.75,124.25,106.32,-60.88
27.01.2014,530,231,168,57,4,77,307.42,258.9,325.03,1.37,201.81,0.31,9.29,0.03,-48.52,123.22,105.61,-61.86
26.01.2014,454,108,163,36,3,46,306.41,244.56,323.62,1.44,201.49,0.32,9.25,0.03,-61.85,122.13,104.91,-62.85
25.01.2014,496,149,171,54,2,74,305.39,230.68,322.16,1.49,201.17,0.32,9.22,0.03,-74.71,120.99,104.22,-63.83
24.01.2014,435,226,107,64,5,73,304.37,217.25,320.65,1.53,200.84,0.33,9.19,0.03,-87.12,119.8,103.53,-64.82
22.01.2014,514,288,121,45,2,53,302.34,191.54,317.51,1.6,200.17,0.34,9.13,0.03,-110.8,117.34,102.17,-66.79
21.01.2014,515,289,101,54,5,62,301.32,179.12,315.9,1.62,199.82,0.35,9.1,0.03,-122.2,116.08,101.5,-67.78
20.01.2014,498,235,143,85,12,97,300.3,166.89,314.27,1.64,199.47,0.35,9.07,0.03,-133.41,114.8,100.83,-68.77
19.01.2014,1322,124,242,58,3,92,299.29,154.81,312.63,1.65,199.11,0.36,9.05,0.03,-144.48,113.52,100.17,-69.76
18.01.2014,644,156,236,67,6,81,298.27,142.82,310.97,1.66,198.75,0.37,9.02,0.03,-155.45,112.22,99.52,-70.75
17.01.2014,670,240,183,76,7,87,297.25,130.9,309.31,1.67,198.38,0.37,8.99,0.03,-166.35,110.92,98.87,-71.74
16.01.2014,646,311,165,54,3,64,296.23,119.01,307.63,1.67,198.01,0.38,8.97,0.03,-177.23,109.63,98.22,-72.73
15.01.2014,638,267,167,71,2,82,295.21,107.13,305.96,1.68,197.63,0.38,8.94,0.02,171.92,108.33,97.58,-73.73
14.01.2014,679,262,162,53,5,58,294.2,95.25,304.28,1.68,197.25,0.39,8.92,0.02,161.05,107.04,96.95,-74.72
13.01.2014,642,224,208,90,5,104,293.18,83.34,302.61,1.67,196.86,0.39,8.9,0.02,150.16,105.75,96.32,-75.72
12.01.2014,728,174,253,46,10,53,292.16,71.36,300.93,1.67,196.46,0.4,8.87,0.02,139.2,104.47,95.69,-76.71
11.01.2014,735,136,287,47,8,58,291.14,59.28,299.26,1.67,196.07,0.4,8.85,0.02,128.14,103.2,95.07,-77.71
10.01.2014,631,282,167,76,6,83,290.12,47.03,297.6,1.67,195.66,0.4,8.83,0.02,116.91,101.93,94.46,-78.71
09.01.2014,702,288,165,78,5,80,289.1,34.55,295.93,1.66,195.26,0.41,8.81,0.02,105.44,100.68,93.85,-79.71
08.01.2014,587,257,135,69,8,78,288.08,21.76,294.28,1.66,194.85,0.41,8.79,0.02,93.67,99.43,93.24,-80.71
07.01.2014,543,272,186,73,2,78,287.06,8.59,292.62,1.65,194.43,0.42,8.77,0.02,81.53,98.19,92.63,-81.71
06.01.2014,517,122,196,29,7,37,286.04,354.98,290.98,1.64,194.01,0.42,8.76,0.02,68.94,96.97,92.04,-82.71
05.01.2014,574,131,250,51,3,74,285.03,340.89,289.33,1.64,193.59,0.43,8.74,0.02,55.87,95.75,91.44,-83.71
04.01.2014,536,152,165,68,7,93,284.01,326.34,287.7,1.63,193.16,0.43,8.72,0.02,42.33,94.54,90.85,-84.72
03.01.2014,526,273,125,93,8,112,282.99,311.38,286.07,1.63,192.72,0.43,8.71,0.01,28.39,93.34,90.26,-85.72
02.01.2014,504,230,182,67,9,85,281.97,296.14,284.44,1.62,192.29,0.44,8.7,0.01,14.18,92.15,89.68,-86.73
01.01.2014,888,123,421,70,13,88,280.95,280.81,282.82,1.62,191.85,0.44,8.68,0.01,-0.14,90.98,89.1,-87.74
31.12.2013,406,141,147,102,9,127,279.93,265.56,281.21,1.61,191.4,0.45,8.67,0.01,-14.36,89.81,88.52,-88.74
30.12.2013,561,201,179,90,9,114,278.91,250.59,279.6,1.61,190.95,0.45,8.66,0.01,-28.31,88.65,87.95,-89.75
29.12.2013,562,109,218,37,0,54,277.89,236.03,278.0,1.6,190.5,0.45,8.65,0.01,-41.86,87.49,87.38,-90.76
28.12.2013,550,151,203,85,12,112,276.87,221.94,276.4,1.6,190.05,0.46,8.64,0.01,-54.93,86.35,86.82,-91.77
27.12.2013,540,313,194,77,9,96,275.85,208.35,274.81,1.59,189.59,0.46,8.63,0.01,-67.5,85.22,86.26,-92.78
26.12.2013,482,98,246,36,4,48,274.83,195.21,273.22,1.59,189.13,0.46,8.62,0.01,-79.62,84.09,85.7,-93.79
25.12.2013,342,80,161,35,3,41,273.81,182.46,271.63,1.58,188.66,0.47,8.61,0.01,-91.35,82.97,85.15,-94.8
24.12.2013,399,160,160,83,10,85,272.79,170.04,270.05,1.58,188.19,0.47,8.61,0.01,-102.75,81.86,84.6,-95.82
23.12.2013,574,271,214,131,10,147,271.77,157.86,268.48,1.58,187.72,0.47,8.6,0.0,-113.91,80.75,84.05,-96.83
22.12.2013,671,156,259,93,10,119,270.76,145.85,266.9,1.57,187.25,0.48,8.6,0.0,-124.9,79.66,83.51,-97.84
21.12.2013,667,144,286,133,17,158,269.74,133.94,265.33,1.57,186.77,0.48,8.6,0.0,-135.79,78.56,82.97,-98.86
20.12.2013,563,228,201,136,10,156,268.72,122.08,263.76,1.57,186.29,0.48,8.59,0.0,-146.64,77.48,82.43,-99.87
19.12.2013,526,260,167,104,7,119,267.7,110.22,262.2,1.56,185.8,0.49,8.59,0.0,-157.49,76.4,81.9,-100.89
18.12.2013,510,213,157,87,9,101,266.68,98.32,260.64,1.56,185.32,0.49,8.59,0.0,-168.36,75.32,81.37,-101.91
17.12.2013,488,247,161,124,6,150,265.67,86.37,259.08,1.56,184.83,0.49,8.59,-0.0,-179.3,74.25,80.84,-102.92
16.12.2013,615,223,215,123,12,139,264.65,74.33,257.52,1.56,184.34,0.49,8.59,-0.0,169.69,73.19,80.31,-103.94
15.12.2013,686,134,290,72,9,84,263.63,62.2,255.97,1.55,183.84,0.5,8.59,-0.0,158.57,72.13,79.79,-104.96
14.12.2013,641,121,262,86,10,98,262.62,49.94,254.41,1.55,183.34,0.5,8.59,-0.0,147.32,71.07,79.27,-105.98
13.12.2013,606,209,182,97,7,118,261.6,37.51,252.86,1.55,182.84,0.5,8.6,-0.0,135.91,70.02,78.75,-107.0
12.12.2013,645,255,193,84,11,93,260.58,24.89,251.31,1.55,182.34,0.5,8.6,-0.0,124.3,68.97,78.24,-108.02
11.12.2013,571,210,161,90,8,98,259.57,12.01,249.77,1.55,181.84,0.51,8.61,-0.01,112.45,67.93,77.73,-109.04
10.12.2013,532,243,170,91,3,96,258.55,358.84,248.22,1.54,181.33,0.51,8.61,-0.01,100.29,66.89,77.22,-110.06
09.12.2013,717,200,338,112,7,123,257.53,345.32,246.68,1.54,180.82,0.51,8.62,-0.01,87.79,65.86,76.71,-111.09
