Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
28.03.2016,1,6,21,8,3,0,4,16,53,8.15,241.62,12.89,2.04,246.64,0.21,19.74,0.06,-126.54,126.25,121.52,-11.59
27.03.2016,2,1,11,9,2,0,4,17,42,7.17,229.67,10.85,2.04,246.42,0.22,19.68,0.06,-137.49,124.43,120.75,-12.52
26.03.2016,2,2,13,15,10,0,12,21,117,6.22,218.3,8.9,2.03,246.2,0.23,19.63,0.06,-147.91,122.7,120.01,-13.41
25.03.2016,3,3,24,30,4,1,3,19,142,5.23,206.48,6.87,2.02,245.97,0.24,19.58,0.06,-158.75,120.91,119.26,-14.35
24.03.2016,2,2,26,53,6,0,8,18,142,4.24,194.65,4.86,2.01,245.72,0.25,19.52,0.06,-169.58,119.14,118.51,-15.28
23.03.2016,0,0,18,36,5,0,10,17,162,3.25,182.78,2.86,1.99,245.47,0.26,19.46,0.06,179.54,117.39,117.77,-16.22
22.03.2016,1,0,25,46,16,3,16,17,178,2.25,170.84,0.88,1.98,245.21,0.26,19.41,0.06,168.59,115.66,117.04,-17.15
20.03.2016,5,3,18,23,1,0,2,28,77,0.27,146.6,356.96,1.94,244.67,0.28,19.3,0.05,146.34,112.29,115.6,-19.03
21.03.2016,2,2,37,47,3,0,4,23,131,1.26,158.8,358.91,1.96,244.95,0.27,19.35,0.05,157.53,113.96,116.31,-18.09
19.03.2016,5,3,28,34,5,0,7,17,117,359.28,134.23,355.03,1.92,244.39,0.29,19.24,0.05,134.96,110.64,114.88,-19.97
18.03.2016,4,1,22,50,5,0,5,23,182,358.28,121.64,353.12,1.9,244.1,0.29,19.19,0.05,123.36,109.02,114.18,-20.91
17.03.2016,1,1,33,49,6,0,6,23,164,357.29,108.78,351.23,1.88,243.81,0.3,19.14,0.05,111.5,107.42,113.48,-21.85
16.03.2016,3,1,21,58,6,0,8,14,165,356.29,95.62,349.36,1.86,243.51,0.31,19.08,0.05,99.33,105.85,112.79,-22.79
15.03.2016,3,1,18,49,8,1,9,13,186,355.3,82.11,347.5,1.84,243.2,0.31,19.03,0.05,86.81,104.31,112.1,-23.73
14.03.2016,4,1,27,55,10,0,11,16,143,354.3,68.23,345.67,1.82,242.88,0.32,18.97,0.05,73.93,102.79,111.42,-24.68
13.03.2016,6,6,20,29,8,0,10,24,66,353.3,53.99,343.86,1.8,242.56,0.33,18.92,0.05,60.69,101.3,110.74,-25.62
12.03.2016,6,6,26,34,6,1,10,23,174,352.3,39.42,342.06,1.78,242.23,0.33,18.87,0.05,47.11,99.83,110.07,-26.56
11.03.2016,5,1,29,50,7,0,7,22,175,351.31,24.58,340.29,1.76,241.89,0.34,18.82,0.05,33.28,98.39,109.41,-27.51
10.03.2016,0,0,16,32,6,0,8,22,159,350.31,9.6,338.53,1.75,241.55,0.34,18.76,0.05,19.29,96.98,108.75,-28.46
09.03.2016,1,0,21,45,6,2,4,17,121,349.31,354.59,336.8,1.73,241.21,0.35,18.71,0.05,5.28,95.59,108.1,-29.41
08.03.2016,1,0,31,48,5,0,6,26,136,348.31,339.7,335.08,1.71,240.85,0.36,18.66,0.05,-8.6,94.23,107.45,-30.35
07.03.2016,4,2,29,51,7,0,7,11,161,347.31,325.07,333.38,1.69,240.5,0.36,18.61,0.05,-22.23,92.89,106.81,-31.3
03.03.2016,3,1,28,39,6,1,5,19,148,343.3,270.52,326.77,1.62,239.01,0.38,18.41,0.05,-72.78,87.77,104.29,-35.11
04.03.2016,2,0,30,56,4,0,4,19,148,344.3,283.52,328.4,1.63,239.39,0.38,18.46,0.05,-60.78,89.01,104.92,-34.16
05.03.2016,3,6,28,43,2,0,2,24,94,345.3,296.94,330.04,1.65,239.76,0.37,18.51,0.05,-48.37,90.28,105.54,-33.21
06.03.2016,2,1,16,22,1,0,1,23,63,346.31,310.8,331.7,1.67,240.13,0.37,18.56,0.05,-35.51,91.57,106.17,-32.25
02.03.2016,3,0,18,38,5,0,5,21,179,342.3,257.9,325.16,1.6,238.62,0.39,18.36,0.05,-84.4,86.54,103.68,-36.07
01.03.2016,2,1,25,50,8,1,8,8,216,341.29,245.59,323.57,1.58,238.23,0.39,18.31,0.05,-95.7,85.34,103.06,-37.02
29.02.2016,2,2,30,68,7,2,5,21,186,340.29,233.52,322.0,1.56,237.83,0.4,18.27,0.05,-106.77,84.17,102.46,-37.98
28.02.2016,3,2,14,31,5,1,4,22,67,339.29,221.61,320.45,1.55,237.43,0.4,18.22,0.05,-117.67,83.01,101.85,-38.93
27.02.2016,4,2,18,23,8,0,12,18,123,338.28,209.79,318.91,1.53,237.03,0.41,18.17,0.05,-128.49,81.88,101.25,-39.89
26.02.2016,1,0,43,55,5,0,7,13,165,337.28,197.98,317.39,1.51,236.62,0.41,18.12,0.05,-139.3,80.77,100.65,-40.85
25.02.2016,2,3,22,49,6,0,7,11,174,336.27,186.12,315.89,1.49,236.21,0.42,18.08,0.05,-150.15,79.68,100.06,-41.81
24.02.2016,2,2,38,47,10,1,16,17,173,335.26,174.16,314.4,1.48,235.79,0.42,18.03,0.05,-161.1,78.61,99.47,-42.77
23.02.2016,4,2,28,47,7,0,10,10,160,334.26,162.06,312.94,1.46,235.37,0.42,17.99,0.04,-172.2,77.57,98.89,-43.73
22.02.2016,3,5,29,52,4,0,5,13,154,333.25,149.79,311.49,1.44,234.94,0.43,17.94,0.04,176.54,76.55,98.31,-44.69
21.02.2016,3,2,26,24,5,0,7,16,88,332.24,137.33,310.06,1.42,234.51,0.43,17.9,0.04,165.08,75.55,97.73,-45.66
20.02.2016,1,2,26,30,2,0,3,32,100,331.24,124.65,308.65,1.4,234.08,0.44,17.86,0.04,153.42,74.57,97.16,-46.62
19.02.2016,0,2,36,40,10,2,8,17,183,330.23,111.76,307.26,1.38,233.64,0.44,17.81,0.04,141.53,73.62,96.59,-47.58
18.02.2016,2,1,26,52,3,1,2,13,154,329.22,98.65,305.89,1.36,233.2,0.44,17.77,0.04,129.43,72.69,96.02,-48.55
18.02.2016,3,1,27,40,1,0,1,12,93,329.22,98.65,305.89,1.36,233.2,0.44,17.77,0.04,129.43,72.69,96.02,-48.55
17.02.2016,3,2,23,53,3,0,3,8,112,328.21,85.31,304.55,1.34,232.75,0.45,17.73,0.04,117.1,71.79,95.46,-49.52
14.02.2016,2,7,16,30,5,1,4,26,77,325.18,43.89,300.64,1.26,231.4,0.46,17.61,0.04,78.71,69.24,93.78,-52.43
15.02.2016,5,2,27,33,5,0,8,46,129,326.19,57.93,301.92,1.29,231.85,0.45,17.65,0.04,91.74,70.07,94.34,-51.46
13.02.2016,3,2,30,35,8,1,7,16,134,324.17,29.65,299.39,1.24,230.94,0.46,17.57,0.04,65.48,68.45,93.23,-53.4
12.02.2016,1,2,28,44,4,0,6,13,174,323.16,15.22,298.17,1.21,230.48,0.46,17.53,0.04,52.06,67.69,92.68,-54.37
11.02.2016,3,4,32,40,4,0,6,15,151,322.15,0.66,296.98,1.18,230.01,0.47,17.49,0.04,38.52,66.97,92.13,-55.35
10.02.2016,1,2,25,47,11,3,8,11,216,321.13,346.06,295.82,1.14,229.54,0.47,17.45,0.04,24.92,66.27,91.59,-56.32
09.02.2016,2,4,28,59,5,0,7,21,140,320.12,331.5,294.69,1.11,229.07,0.47,17.42,0.04,11.38,65.62,91.05,-57.3
08.02.2016,2,2,37,52,5,1,5,23,123,319.11,317.08,293.6,1.07,228.6,0.48,17.38,0.04,-2.02,65.01,90.51,-58.27
05.02.2016,2,1,35,51,7,0,12,45,186,316.07,275.64,290.59,0.93,227.15,0.49,17.28,0.03,-40.43,63.44,88.91,-61.21
06.02.2016,2,2,28,40,7,2,10,35,102,317.08,289.09,291.55,0.98,227.64,0.48,17.31,0.03,-27.99,63.91,89.44,-60.23
07.02.2016,2,5,26,26,9,0,10,35,65,318.09,302.92,292.55,1.03,228.12,0.48,17.35,0.04,-15.17,64.44,89.97,-59.25
04.02.2016,1,0,23,43,5,0,5,13,138,315.05,262.58,289.69,0.88,226.67,0.49,17.24,0.03,-52.48,63.02,88.38,-62.19
03.02.2016,6,2,33,31,5,2,3,22,156,314.04,249.89,288.84,0.82,226.18,0.49,17.21,0.03,-64.15,62.66,87.86,-63.17
02.02.2016,2,1,31,44,5,0,5,26,119,313.02,237.54,288.06,0.75,225.69,0.49,17.18,0.03,-75.48,62.37,87.34,-64.16
01.02.2016,2,2,30,63,10,1,10,19,151,312.01,225.44,287.34,0.68,225.19,0.5,17.15,0.03,-86.56,62.15,86.82,-65.14
29.01.2016,7,1,40,53,11,0,15,9,198,308.96,189.9,285.68,0.42,223.69,0.5,17.06,0.03,-119.06,61.99,85.27,-68.1
30.01.2016,5,4,32,30,7,1,7,20,127,309.98,201.71,286.15,0.51,224.19,0.5,17.09,0.03,-108.26,61.95,85.78,-67.11
31.01.2016,4,4,37,27,4,0,11,18,68,310.99,213.53,286.7,0.6,224.69,0.5,17.12,0.03,-97.46,62.01,86.3,-66.13
28.01.2016,3,2,31,62,8,0,9,14,166,307.95,178.02,285.32,0.31,223.19,0.51,17.03,0.03,-129.93,62.13,84.76,-69.09
27.01.2016,2,1,34,45,8,0,8,13,135,306.93,165.98,285.07,0.2,222.68,0.51,17.0,0.03,-140.95,62.39,84.25,-70.07
26.01.2016,0,1,25,65,5,2,3,8,133,305.91,153.74,284.93,0.07,222.17,0.51,16.98,0.03,-152.17,62.76,83.74,-71.06
25.01.2016,1,1,23,43,14,1,13,29,162,304.9,141.25,284.93,-0.06,221.66,0.51,16.95,0.03,-163.65,63.27,83.24,-72.05
24.01.2016,2,7,11,22,4,0,4,17,82,303.88,128.48,285.06,-0.2,221.15,0.51,16.93,0.02,-175.4,63.91,82.73,-73.05
22.01.2016,2,1,29,62,6,0,9,17,211,301.85,102.13,285.76,-0.51,220.11,0.52,16.88,0.02,160.28,65.65,81.73,-75.03
23.01.2016,2,2,18,23,5,0,5,19,98,302.86,115.43,285.33,-0.35,220.63,0.52,16.9,0.02,172.57,64.7,82.23,-74.04
21.01.2016,4,2,25,49,9,0,14,9,171,300.83,88.6,286.35,-0.66,219.59,0.52,16.86,0.02,147.77,66.75,81.24,-76.03
19.01.2016,6,2,14,49,3,1,2,9,166,298.79,61.04,287.97,-0.96,218.55,0.52,16.81,0.02,122.24,69.43,80.25,-78.02
20.01.2016,2,0,30,39,5,0,6,5,174,299.81,74.89,287.09,-0.81,219.07,0.52,16.83,0.02,135.08,68.01,80.74,-77.02
18.01.2016,5,2,37,35,6,1,5,16,162,297.78,47.08,289.0,-1.09,218.02,0.53,16.79,0.02,109.3,70.98,79.75,-79.02
17.01.2016,1,1,11,27,2,0,2,13,68,296.76,33.05,290.14,-1.2,217.49,0.53,16.77,0.02,96.29,72.65,79.26,-80.02
16.01.2016,8,2,25,38,2,0,2,15,133,295.74,18.96,291.38,-1.27,216.96,0.53,16.75,0.02,83.22,74.42,78.77,-81.01
15.01.2016,3,1,35,39,6,0,6,15,174,294.72,4.83,292.68,-1.32,216.43,0.53,16.74,0.02,70.11,76.25,78.29,-82.02
14.01.2016,2,1,20,36,6,0,6,9,140,293.7,350.68,294.0,-1.32,215.9,0.53,16.72,0.02,56.98,78.1,77.8,-83.02
13.01.2016,3,1,33,48,12,0,14,13,238,292.68,336.53,295.31,-1.28,215.36,0.54,16.7,0.02,43.85,79.94,77.32,-84.02
12.01.2016,6,1,34,52,17,0,17,11,189,291.66,322.44,296.55,-1.2,214.83,0.54,16.69,0.01,30.77,81.72,76.84,-85.02
11.01.2016,4,2,27,44,6,0,9,13,135,290.64,308.45,297.69,-1.08,214.29,0.54,16.67,0.01,17.8,83.41,76.36,-86.03
10.01.2016,0,3,10,26,2,0,2,17,83,289.62,294.63,298.7,-0.93,213.75,0.54,16.66,0.01,5.0,84.96,75.88,-87.03
09.01.2016,2,5,23,27,8,1,9,14,117,288.61,281.04,299.55,-0.76,213.21,0.54,16.65,0.01,-7.57,86.35,75.4,-88.04
08.01.2016,5,1,27,42,8,0,10,11,182,287.59,267.74,300.22,-0.57,212.66,0.54,16.63,0.01,-19.84,87.56,74.92,-89.05
07.01.2016,1,1,29,51,6,0,10,16,115,286.57,254.77,300.69,-0.37,212.12,0.55,16.62,0.01,-31.8,88.57,74.45,-90.06
06.01.2016,1,1,20,18,2,0,3,15,43,285.55,242.11,300.96,-0.18,211.57,0.55,16.61,0.01,-43.43,89.39,73.98,-91.07
05.01.2016,2,3,15,34,7,2,5,2,171,284.53,229.76,301.04,0.02,211.02,0.55,16.6,0.01,-54.77,90.02,73.51,-92.08
04.01.2016,1,1,26,31,5,1,4,15,100,283.51,217.66,300.93,0.2,210.47,0.55,16.6,0.01,-65.85,90.46,73.04,-93.09
03.01.2016,0,1,15,12,1,0,1,6,40,282.49,205.75,300.65,0.37,209.92,0.55,16.59,0.01,-76.74,90.73,72.57,-94.1
02.01.2016,2,2,19,16,1,0,4,10,63,281.47,193.93,300.2,0.53,209.37,0.55,16.58,0.01,-87.53,90.83,72.1,-95.11
01.01.2016,3,6,17,24,1,0,1,27,44,280.45,182.13,299.6,0.67,208.81,0.56,16.58,0.01,-98.32,90.79,71.64,-96.13
31.12.2015,4,1,20,24,4,1,3,9,113,279.43,170.25,298.87,0.79,208.26,0.56,16.57,0.0,-109.18,90.62,71.18,-97.14
30.12.2015,4,2,27,36,5,0,5,17,123,278.41,158.19,298.02,0.9,207.7,0.56,16.57,0.0,-120.22,90.32,70.71,-98.15
29.12.2015,3,1,24,42,5,0,6,12,112,277.39,145.88,297.07,1.0,207.14,0.56,16.56,0.0,-131.51,89.93,70.25,-99.17
28.12.2015,1,3,38,48,5,0,5,28,169,276.37,133.25,296.03,1.09,206.58,0.56,16.56,0.0,-143.12,89.45,69.79,-100.19
27.12.2015,3,3,19,18,9,2,9,21,50,275.35,120.27,294.9,1.16,206.02,0.56,16.56,0.0,-155.09,88.88,69.34,-101.2
26.12.2015,2,1,21,8,2,0,3,11,40,274.34,106.91,293.71,1.22,205.46,0.56,16.56,0.0,-167.42,88.26,68.88,-102.22
25.12.2015,4,1,20,9,1,0,4,12,31,273.32,93.22,292.46,1.28,204.89,0.56,16.56,-0.0,179.9,87.57,68.43,-103.24
24.12.2015,2,4,18,19,4,0,6,21,112,272.3,79.23,291.16,1.32,204.33,0.57,16.56,-0.0,166.93,86.84,67.97,-104.26
23.12.2015,3,1,29,41,7,0,9,15,218,271.28,65.05,289.82,1.36,203.76,0.57,16.56,-0.0,153.77,86.06,67.52,-105.28
22.12.2015,1,2,33,41,14,1,14,15,199,270.26,50.75,288.44,1.39,203.2,0.57,16.56,-0.0,140.49,85.25,67.07,-106.3
21.12.2015,1,1,30,44,18,3,17,16,255,269.24,36.43,287.04,1.42,202.63,0.57,16.57,-0.0,127.18,84.41,66.62,-107.32
20.12.2015,3,9,25,27,11,1,16,28,86,268.23,22.15,285.6,1.44,202.06,0.57,16.57,-0.0,113.92,83.55,66.17,-108.35
19.12.2015,5,1,36,35,5,1,5,20,149,267.21,7.96,284.15,1.46,201.49,0.57,16.58,-0.01,100.76,82.66,65.72,-109.37
18.12.2015,3,2,36,48,16,2,17,15,244,266.19,353.9,282.68,1.48,200.92,0.57,16.58,-0.01,87.7,81.76,65.28,-110.39
17.12.2015,3,1,26,38,22,3,20,11,217,265.17,339.95,281.19,1.49,200.34,0.57,16.59,-0.01,74.78,80.85,64.83,-111.42
16.12.2015,3,2,33,46,9,0,11,23,185,264.16,326.13,279.69,1.5,199.77,0.57,16.6,-0.01,61.97,79.92,64.39,-112.44
15.12.2015,3,4,32,55,6,1,5,11,162,263.14,312.44,278.18,1.51,199.19,0.58,16.61,-0.01,49.3,78.99,63.94,-113.47
14.12.2015,2,2,27,53,7,1,6,12,140,262.12,298.89,276.67,1.52,198.62,0.58,16.62,-0.01,36.77,78.05,63.5,-114.5
13.12.2015,3,6,28,26,3,0,5,28,186,261.1,285.5,275.14,1.53,198.04,0.58,16.63,-0.01,24.4,77.1,63.06,-115.52
12.12.2015,4,2,26,36,9,2,8,24,136,260.09,272.3,273.61,1.53,197.46,0.58,16.64,-0.01,12.22,76.15,62.62,-116.55
11.12.2015,4,1,20,51,9,2,7,8,199,259.07,259.32,272.08,1.54,196.89,0.58,16.65,-0.01,0.25,75.19,62.18,-117.58
10.12.2015,3,1,29,52,8,1,9,17,205,258.05,246.58,270.54,1.54,196.31,0.58,16.66,-0.01,-11.47,74.24,61.75,-118.61
03.12.2015,4,0,38,41,7,1,7,16,179,250.95,162.46,259.72,1.55,192.22,0.59,16.78,-0.02,-88.48,67.5,58.73,-125.83
02.12.2015,1,1,29,54,15,2,13,18,194,249.93,150.43,258.17,1.55,191.63,0.59,16.8,-0.02,-99.5,66.54,58.3,-126.86
01.12.2015,2,1,34,44,8,0,8,14,197,248.92,138.14,256.62,1.55,191.04,0.59,16.82,-0.02,-110.78,65.58,57.87,-127.9
30.11.2015,3,3,29,58,14,2,13,27,182,247.9,125.5,255.07,1.55,190.45,0.59,16.84,-0.02,-122.41,64.61,57.45,-128.93
29.11.2015,3,5,26,29,5,0,5,32,93,246.89,112.46,253.51,1.56,189.87,0.59,16.86,-0.02,-134.44,63.65,57.03,-129.97
28.11.2015,3,2,23,37,2,0,3,60,87,245.88,98.97,251.96,1.56,189.27,0.59,16.88,-0.02,-146.91,62.68,56.6,-131.0
27.11.2015,3,1,36,55,5,0,7,9,172,244.87,85.06,250.4,1.56,188.68,0.59,16.9,-0.02,-159.81,61.71,56.18,-132.03
26.11.2015,2,1,29,37,3,0,3,9,168,243.86,70.76,248.84,1.56,188.09,0.59,16.93,-0.02,-173.09,60.75,55.76,-133.07
25.11.2015,5,0,19,42,10,1,9,10,177,242.85,56.18,247.28,1.56,187.5,0.59,16.95,-0.02,173.33,59.78,55.35,-134.1
24.11.2015,3,0,28,54,5,0,5,6,171,241.83,41.43,245.71,1.57,186.91,0.59,16.97,-0.03,159.6,58.81,54.93,-135.14
23.11.2015,4,2,30,64,11,1,21,14,228,240.82,26.66,244.15,1.57,186.31,0.59,17.0,-0.03,145.84,57.83,54.51,-136.18
22.11.2015,2,5,17,27,3,0,4,23,66,239.81,11.98,242.58,1.57,185.72,0.59,17.03,-0.03,132.16,56.86,54.1,-137.21
21.11.2015,2,4,29,29,10,1,15,16,129,238.8,357.48,241.0,1.57,185.12,0.6,17.05,-0.03,118.67,55.88,53.68,-138.25
20.11.2015,4,4,30,47,10,1,9,15,186,237.79,343.21,239.43,1.58,184.53,0.6,17.08,-0.03,105.42,54.9,53.27,-139.29
19.11.2015,5,0,28,50,7,0,8,9,177,236.79,329.21,237.85,1.58,183.93,0.6,17.11,-0.03,92.43,53.92,52.86,-140.32
18.11.2015,2,2,33,35,4,0,5,12,204,235.78,315.48,236.26,1.59,183.33,0.6,17.14,-0.03,79.7,52.93,52.45,-141.36
17.11.2015,1,0,29,50,10,1,15,12,161,234.77,302.0,234.67,1.59,182.73,0.6,17.17,-0.03,67.23,51.94,52.03,-142.4
16.11.2015,1,0,32,61,17,1,19,44,188,233.76,288.75,233.08,1.59,182.13,0.6,17.2,-0.03,54.99,50.95,51.63,-143.44
13.11.2015,1,1,25,44,8,0,12,21,145,230.74,250.26,228.28,1.61,180.33,0.6,17.29,-0.03,19.52,47.94,50.41,-146.55
14.11.2015,3,4,25,32,7,0,8,25,122,231.75,262.89,229.88,1.6,180.93,0.6,17.26,-0.03,31.14,48.95,50.81,-145.51
15.11.2015,1,3,28,22,10,1,10,15,102,232.75,275.72,231.48,1.6,181.54,0.6,17.23,-0.03,42.96,49.95,51.22,-144.47
12.11.2015,1,5,35,54,2,0,8,19,163,229.73,237.82,226.66,1.61,179.73,0.6,17.32,-0.03,8.09,46.93,50.0,-147.59
10.11.2015,2,2,35,53,14,2,15,11,181,227.72,213.48,223.42,1.63,178.53,0.6,17.39,-0.03,-14.24,44.9,49.19,-149.67
11.11.2015,5,2,17,24,6,2,9,38,69,228.73,225.56,225.05,1.62,179.13,0.6,17.35,-0.03,-3.16,45.92,49.6,-148.63
09.11.2015,4,1,30,57,10,1,18,18,207,226.72,201.53,221.79,1.63,177.92,0.6,17.42,-0.03,-25.18,43.87,48.79,-150.7
08.11.2015,3,2,20,35,9,0,10,24,111,225.71,189.7,220.16,1.64,177.32,0.6,17.45,-0.03,-36.01,42.84,48.39,-151.74
07.11.2015,4,4,27,37,6,1,11,21,171,224.71,177.92,218.52,1.64,176.71,0.61,17.49,-0.03,-46.78,41.81,47.99,-152.78
06.11.2015,5,2,34,64,7,1,8,6,161,223.7,166.15,216.88,1.65,176.11,0.61,17.52,-0.04,-57.56,40.77,47.6,-153.82
05.11.2015,1,2,28,46,3,0,3,12,146,222.7,154.29,215.23,1.65,175.5,0.61,17.56,-0.04,-68.41,39.73,47.2,-154.86
04.11.2015,3,1,22,46,12,1,23,9,134,221.7,142.29,213.58,1.65,174.9,0.61,17.59,-0.04,-79.41,38.68,46.8,-155.9
03.11.2015,1,0,36,55,7,3,8,13,150,220.7,130.04,211.93,1.66,174.29,0.61,17.63,-0.04,-90.66,37.64,46.41,-156.93
02.11.2015,4,1,31,58,9,0,11,33,161,219.7,117.46,210.27,1.66,173.68,0.61,17.67,-0.04,-102.24,36.59,46.02,-157.97
01.11.2015,4,5,30,22,9,0,12,24,96,218.7,104.48,208.61,1.66,173.07,0.61,17.7,-0.04,-114.21,35.54,45.62,-159.01
31.10.2015,4,3,20,34,6,2,5,28,146,217.7,91.05,206.95,1.66,172.47,0.61,17.74,-0.04,-126.64,34.49,45.23,-160.04
30.10.2015,8,4,23,46,8,0,8,30,230,216.7,77.15,205.3,1.65,171.86,0.61,17.78,-0.04,-139.55,33.44,44.84,-161.08
29.10.2015,3,2,27,57,10,1,12,13,175,215.7,62.8,203.65,1.65,171.25,0.61,17.82,-0.04,-152.9,32.4,44.45,-162.12
28.10.2015,3,1,39,49,7,0,7,18,167,214.7,48.06,202.01,1.64,170.64,0.61,17.86,-0.04,-166.64,31.37,44.06,-163.15
27.10.2015,1,1,24,48,6,0,7,14,188,213.7,33.07,200.37,1.63,170.03,0.61,17.89,-0.04,179.36,30.35,43.68,-164.19
26.10.2015,2,0,34,40,6,1,5,20,142,212.71,17.96,198.76,1.61,169.41,0.61,17.93,-0.04,165.25,29.34,43.29,-165.23
25.10.2015,5,3,23,30,5,1,4,46,86,211.71,2.89,197.16,1.59,168.8,0.61,17.97,-0.04,151.18,28.35,42.91,-166.26
24.10.2015,5,5,31,52,7,1,14,29,134,210.67,347.4,195.51,1.56,168.17,0.61,18.01,-0.04,136.73,27.35,42.51,-167.34
23.10.2015,3,0,28,53,5,0,5,22,176,209.68,332.82,193.97,1.53,167.55,0.61,18.05,-0.04,123.14,26.41,42.12,-168.37
22.10.2015,2,1,34,47,12,1,13,7,163,208.68,318.59,192.46,1.49,166.94,0.61,18.09,-0.04,109.91,25.52,41.74,-169.41
21.10.2015,2,1,28,43,21,2,23,17,188,207.69,304.74,190.99,1.44,166.33,0.61,18.13,-0.04,97.06,24.67,41.36,-170.44
20.10.2015,2,3,31,58,8,1,7,11,144,206.69,291.26,189.58,1.38,165.71,0.61,18.17,-0.04,84.57,23.87,40.98,-171.48
18.10.2015,1,4,21,24,6,0,11,40,84,204.71,265.29,186.96,1.23,164.48,0.62,18.25,-0.04,60.58,22.48,40.23,-173.54
19.10.2015,5,1,33,61,6,0,7,24,140,205.7,278.13,188.23,1.31,165.1,0.62,18.21,-0.04,72.42,23.14,40.6,-172.51
16.10.2015,2,1,39,53,16,1,26,10,263,202.72,240.36,184.69,1.03,163.25,0.62,18.33,-0.04,37.63,21.44,39.47,-175.61
17.10.2015,5,2,26,22,12,3,15,31,163,203.71,252.71,185.77,1.14,163.87,0.62,18.29,-0.04,49.0,21.91,39.85,-174.58
14.10.2015,2,2,19,43,10,0,11,18,163,200.74,216.15,182.86,0.78,162.02,0.62,18.41,-0.04,15.41,20.84,38.72,-177.67
15.10.2015,4,1,28,33,10,1,9,11,174,201.73,228.18,183.71,0.92,162.63,0.62,18.37,-0.04,26.45,21.08,39.1,-176.64
12.10.2015,2,0,29,52,17,0,25,51,345,198.76,192.4,181.58,0.48,160.78,0.62,18.49,-0.04,-6.36,20.81,37.98,-179.73
13.10.2015,2,1,20,58,3,0,4,18,133,199.75,204.23,182.15,0.64,161.4,0.62,18.45,-0.04,4.48,20.75,38.35,-178.7
11.10.2015,3,4,20,27,3,0,4,36,65,197.77,180.61,181.19,0.32,160.16,0.62,18.54,-0.04,-17.16,21.02,37.61,179.24
11.10.2015,2,1,25,44,9,0,15,19,134,197.77,180.61,181.19,0.32,160.16,0.62,18.54,-0.04,-17.16,21.02,37.61,179.24
10.10.2015,2,2,25,49,8,0,11,24,204,196.78,168.83,180.96,0.14,159.54,0.62,18.58,-0.04,-27.95,21.41,37.24,178.21
08.10.2015,1,1,29,43,6,1,6,18,145,194.81,145.1,181.03,-0.22,158.3,0.62,18.66,-0.04,-49.7,22.73,36.5,176.15
07.10.2015,5,1,28,69,11,0,17,19,135,193.82,133.05,181.34,-0.39,157.68,0.62,18.7,-0.04,-60.77,23.65,36.14,175.12
06.10.2015,5,1,24,50,7,2,5,13,128,192.83,120.77,181.81,-0.56,157.06,0.62,18.74,-0.04,-72.06,24.75,35.77,174.09
05.10.2015,5,2,34,63,8,0,11,24,144,191.85,108.21,182.45,-0.71,156.44,0.62,18.78,-0.04,-83.64,26.01,35.41,173.07
04.10.2015,1,4,22,30,4,0,7,31,96,190.86,95.3,183.23,-0.85,155.82,0.62,18.82,-0.04,-95.57,27.42,35.05,172.04
02.10.2015,2,1,25,51,12,1,13,16,191,188.89,68.21,185.14,-1.05,154.57,0.62,18.9,-0.04,-120.69,30.57,34.32,170.0
03.10.2015,3,5,41,36,10,1,9,31,133,189.88,81.98,184.14,-0.96,155.19,0.62,18.86,-0.04,-107.9,28.94,34.68,171.02
01.10.2015,0,1,27,56,13,0,14,19,166,187.91,53.99,186.22,-1.1,153.95,0.62,18.94,-0.04,-133.92,32.27,33.96,168.97
30.09.2015,2,1,24,57,9,4,9,17,183,186.93,39.35,187.34,-1.13,153.32,0.62,18.98,-0.04,-147.57,34.01,33.6,167.95
28.09.2015,4,1,23,51,10,1,11,13,143,184.97,9.22,189.58,-1.09,152.08,0.62,19.06,-0.04,-175.75,37.5,32.89,165.91
28.09.2015,5,3,47,58,12,1,13,23,147,184.97,9.22,189.58,-1.09,152.08,0.62,19.06,-0.04,-175.75,37.5,32.89,165.91
27.09.2015,2,5,20,27,3,0,4,77,72,183.99,353.99,190.64,-1.04,151.45,0.62,19.09,-0.04,170.01,39.19,32.53,164.89
26.09.2015,6,2,24,29,10,0,16,21,179,183.0,338.88,191.65,-0.96,150.83,0.63,19.13,-0.04,155.87,40.82,32.18,163.87
25.09.2015,2,0,23,52,5,0,5,19,164,182.03,324.02,192.57,-0.87,150.2,0.63,19.17,-0.04,141.99,42.37,31.82,162.85
24.09.2015,3,1,22,49,5,0,5,10,153,181.05,309.52,193.39,-0.77,149.57,0.63,19.21,-0.04,128.47,43.81,31.47,161.84
23.09.2015,6,1,31,36,6,1,8,16,164,180.07,295.45,194.1,-0.65,148.95,0.63,19.25,-0.04,115.38,45.15,31.12,160.82
22.09.2015,0,0,26,53,18,1,19,15,147,179.09,281.82,194.69,-0.54,148.32,0.63,19.29,-0.04,102.73,46.37,30.77,159.8
21.09.2015,7,4,30,57,8,0,11,67,129,178.11,268.62,195.17,-0.42,147.69,0.63,19.32,-0.04,90.51,47.48,30.42,158.79
