Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
19.01.2010,5,0,49,116,5,0,5,19,186,299.26,344.19,276.46,0.46,133.83,-0.37,353.68,0.04,44.93,142.62,165.42,-54.42
18.01.2010,4,4,69,100,8,0,8,12,270,298.24,332.32,276.05,0.35,134.2,-0.36,353.64,0.04,34.08,141.86,164.04,-55.4
16.01.2010,20,0,59,63,1,0,1,27,97,296.2,308.72,275.59,0.1,134.9,-0.34,353.57,0.04,12.52,140.7,161.31,-57.37
15.01.2010,9,3,53,107,7,1,9,15,183,295.19,296.9,275.56,-0.03,135.23,-0.33,353.53,0.04,1.72,140.33,159.95,-58.35
14.01.2010,3,2,70,87,6,0,7,0,163,294.17,285.03,275.67,-0.18,135.56,-0.32,353.5,0.04,-9.14,140.11,158.61,-59.33
13.01.2010,10,4,62,95,10,0,11,9,188,293.15,273.06,275.93,-0.34,135.88,-0.31,353.46,0.03,-20.08,140.05,157.27,-60.32
12.01.2010,9,5,60,110,9,0,9,16,201,292.13,260.97,276.35,-0.5,136.18,-0.3,353.43,0.03,-31.16,140.17,155.94,-61.3
11.01.2010,7,5,55,98,5,0,6,20,155,291.11,248.71,276.93,-0.67,136.48,-0.29,353.4,0.03,-42.39,140.46,154.63,-62.29
10.01.2010,10,5,33,47,5,0,5,24,119,290.09,236.26,277.68,-0.83,136.76,-0.28,353.36,0.03,-53.83,140.92,153.33,-63.27
09.01.2010,5,4,46,58,7,0,10,19,97,289.07,223.55,278.59,-0.98,137.03,-0.27,353.33,0.03,-65.52,141.56,152.04,-64.26
08.01.2010,13,6,52,85,10,0,10,21,232,288.05,210.55,279.64,-1.12,137.29,-0.25,353.3,0.03,-77.5,142.35,150.76,-65.25
06.01.2010,3,6,44,86,11,2,11,15,176,286.01,183.51,282.09,-1.31,137.77,-0.23,353.24,0.03,-102.51,144.32,148.24,-67.23
05.01.2010,3,0,58,104,5,0,7,10,105,284.99,169.42,283.42,-1.35,137.99,-0.21,353.21,0.03,-115.58,145.43,147.0,-68.22
04.01.2010,12,3,71,91,9,0,9,12,141,283.97,154.97,284.77,-1.35,138.2,-0.2,353.18,0.03,-129.01,146.57,145.77,-69.21
03.01.2010,5,2,44,28,5,0,9,11,77,282.96,140.2,286.1,-1.3,138.4,-0.19,353.15,0.03,-142.75,147.71,144.56,-70.2
01.01.2010,6,9,45,30,5,0,6,43,42,280.92,110.15,288.51,-1.08,138.75,-0.16,353.1,0.03,-170.77,149.77,142.17,-72.18
31.12.2009,0,0,,0,11,1,13,16,179,279.9,95.12,289.52,-0.93,138.9,-0.15,353.08,0.02,175.22,150.62,141.0,-73.18
30.12.2009,12,2,58,102,9,1,12,15,167,278.88,80.3,290.36,-0.75,139.04,-0.13,353.05,0.02,161.42,151.32,139.84,-74.17
29.12.2009,8,5,78,95,1,0,1,29,135,277.86,65.8,291.01,-0.55,139.17,-0.12,353.03,0.02,147.93,151.85,138.7,-75.17
28.12.2009,7,5,88,96,13,0,20,23,205,276.84,51.7,291.47,-0.36,139.28,-0.11,353.01,0.02,134.86,152.19,137.56,-76.16
27.12.2009,8,6,59,39,1,0,1,14,78,275.82,38.06,291.73,-0.16,139.38,-0.09,352.98,0.02,122.23,152.35,136.45,-77.16
26.12.2009,4,5,48,18,4,0,4,25,56,274.81,24.87,291.79,0.03,139.46,-0.08,352.96,0.02,110.06,152.33,135.34,-78.16
25.12.2009,4,6,31,17,2,1,2,11,52,273.79,12.09,291.68,0.21,139.54,-0.07,352.94,0.02,98.3,152.14,134.25,-79.16
24.12.2009,7,3,51,53,7,0,10,20,88,272.77,359.66,291.39,0.37,139.59,-0.05,352.92,0.02,86.9,151.79,133.17,-80.15
23.12.2009,9,2,84,110,28,0,33,26,199,271.75,347.52,290.94,0.52,139.64,-0.04,352.9,0.02,75.77,151.3,132.11,-81.15
22.12.2009,5,6,50,110,25,1,30,21,202,270.73,335.58,290.35,0.65,139.67,-0.03,352.89,0.02,64.85,150.68,131.06,-82.15
21.12.2009,3,2,28,34,5,1,5,15,125,269.71,323.75,289.64,0.77,139.69,-0.01,352.87,0.02,54.04,149.95,130.02,-83.16
20.12.2009,3,2,28,34,4,0,5,15,125,268.69,311.98,288.81,0.88,139.7,0.0,352.85,0.02,43.28,149.12,129.0,-84.16
19.12.2009,6,4,51,68,11,1,17,14,144,267.68,300.18,287.89,0.97,139.69,0.01,352.84,0.02,32.5,148.2,127.99,-85.16
18.12.2009,7,1,49,91,8,1,9,15,186,266.66,288.3,286.88,1.05,139.67,0.03,352.82,0.01,21.64,147.21,126.99,-86.17
17.12.2009,7,4,64,83,13,1,13,17,220,265.64,276.3,285.79,1.12,139.63,0.04,352.81,0.01,10.66,146.16,126.01,-87.17
16.12.2009,6,4,75,117,10,0,10,21,203,264.62,264.14,284.64,1.18,139.59,0.05,352.8,0.01,-0.48,145.05,125.03,-88.17
15.12.2009,3,1,63,100,9,0,11,22,151,263.6,251.79,283.43,1.23,139.53,0.07,352.78,0.01,-11.81,143.91,124.08,-89.18
14.12.2009,5,2,65,122,10,2,10,30,192,262.59,239.25,282.18,1.28,139.46,0.08,352.77,0.01,-23.33,142.72,123.13,-90.19
13.12.2009,5,4,38,53,9,2,10,42,101,261.57,226.5,280.88,1.31,139.37,0.09,352.76,0.01,-35.06,141.51,122.2,-91.19
12.12.2009,9,5,48,84,11,1,10,37,135,260.55,213.54,279.55,1.35,139.28,0.1,352.75,0.01,-47.01,140.28,121.27,-92.2
11.12.2009,10,2,63,105,14,5,13,44,171,259.53,200.35,278.19,1.37,139.17,0.11,352.74,0.01,-59.19,139.02,120.36,-93.21
10.12.2009,13,6,65,89,7,2,5,30,157,258.52,186.92,276.81,1.4,139.05,0.12,352.74,0.01,-71.59,137.76,119.47,-94.22
09.12.2009,5,5,72,96,18,0,20,33,219,257.5,173.26,275.4,1.42,138.92,0.14,352.73,0.01,-84.24,136.48,118.58,-95.23
08.12.2009,9,3,65,99,15,0,16,46,219,256.49,159.35,273.97,1.43,138.78,0.15,352.72,0.01,-97.13,135.19,117.71,-96.24
07.12.2009,8,3,76,117,15,1,15,20,192,255.47,145.2,272.53,1.45,138.63,0.16,352.72,0.0,-110.27,133.9,116.84,-97.25
06.12.2009,9,5,57,56,10,2,12,24,123,254.46,130.83,271.07,1.46,138.46,0.17,352.71,0.0,-123.62,132.61,115.99,-98.26
05.12.2009,14,6,66,84,10,2,13,39,127,253.44,116.28,269.61,1.47,138.29,0.18,352.71,0.0,-137.16,131.32,115.15,-99.27
04.12.2009,5,5,72,94,18,1,18,0,152,252.43,101.62,268.13,1.48,138.11,0.19,352.71,0.0,-150.81,130.02,114.32,-100.28
03.12.2009,8,4,71,105,11,1,10,35,155,251.41,86.94,266.64,1.49,137.91,0.2,352.71,0.0,-164.47,128.73,113.5,-101.29
02.12.2009,15,4,62,95,18,0,19,35,142,250.4,72.36,265.15,1.5,137.71,0.21,352.7,0.0,-178.04,127.44,112.69,-102.31
01.12.2009,5,3,80,108,24,3,51,39,179,249.39,57.99,263.65,1.5,137.5,0.22,352.7,-0.0,168.6,126.16,111.89,-103.32
30.11.2009,7,5,84,122,10,0,10,27,148,248.37,43.92,262.15,1.51,137.27,0.23,352.71,-0.0,155.55,124.88,111.1,-104.33
25.11.2009,10,2,77,117,12,3,15,35,165,243.31,339.43,254.56,1.53,136.02,0.27,352.72,-0.01,96.11,118.54,107.29,-109.41
24.11.2009,6,7,64,125,26,2,28,38,164,242.3,327.46,253.03,1.53,135.75,0.28,352.73,-0.01,85.16,117.29,106.55,-110.43
23.11.2009,14,2,77,118,19,1,22,27,169,241.29,315.63,251.5,1.53,135.46,0.29,352.73,-0.01,74.34,116.04,105.83,-111.45
22.11.2009,11,4,94,56,7,0,15,29,124,240.28,303.84,249.97,1.54,135.17,0.3,352.74,-0.01,63.57,114.8,105.11,-112.46
21.11.2009,6,3,68,88,14,4,14,51,117,239.27,292.02,248.43,1.54,134.87,0.3,352.75,-0.01,52.75,113.56,104.4,-113.48
20.11.2009,9,0,69,117,12,0,12,34,185,238.26,280.08,246.89,1.54,134.56,0.31,352.76,-0.01,41.82,112.33,103.7,-114.5
19.11.2009,8,5,79,109,9,1,8,30,126,237.25,267.96,245.34,1.55,134.24,0.32,352.77,-0.01,30.71,111.1,103.01,-115.52
18.11.2009,4,0,71,91,19,1,22,35,154,236.24,255.61,243.79,1.55,133.92,0.33,352.78,-0.01,19.37,109.87,102.32,-116.54
17.11.2009,8,3,61,99,15,0,19,26,180,235.23,243.0,242.24,1.55,133.59,0.33,352.79,-0.01,7.77,108.65,101.64,-117.56
16.11.2009,6,6,61,125,8,1,7,23,162,234.22,230.12,240.68,1.56,133.25,0.34,352.8,-0.01,-4.1,107.43,100.97,-118.58
15.11.2009,10,5,52,51,5,0,6,33,0,233.21,216.99,239.12,1.56,132.91,0.35,352.82,-0.01,-16.22,106.22,100.31,-119.6
14.11.2009,9,2,61,88,12,1,11,46,140,232.21,203.63,237.56,1.57,132.55,0.36,352.83,-0.01,-28.58,105.01,99.65,-120.62
13.11.2009,4,4,64,100,13,2,13,46,176,231.2,190.07,235.99,1.57,132.19,0.36,352.85,-0.02,-41.13,103.8,99.01,-121.65
11.11.2009,12,1,50,43,12,0,19,38,96,229.19,162.49,232.84,1.58,131.46,0.38,352.88,-0.02,-66.69,101.38,97.73,-123.69
10.11.2009,14,5,93,138,19,0,26,20,222,228.18,148.54,231.25,1.59,131.08,0.38,352.9,-0.02,-79.64,100.17,97.1,-124.71
09.11.2009,5,3,79,106,12,1,15,0,198,227.18,134.49,229.66,1.59,130.69,0.39,352.91,-0.02,-92.69,98.97,96.48,-125.74
08.11.2009,11,10,67,65,8,2,9,45,77,226.17,120.37,228.07,1.6,130.3,0.39,352.93,-0.02,-105.81,97.76,95.87,-126.76
07.11.2009,7,5,65,95,18,2,21,43,158,225.17,106.18,226.46,1.61,129.91,0.4,352.95,-0.02,-118.99,96.56,95.26,-127.78
06.11.2009,4,7,69,124,13,2,13,23,198,224.17,91.95,224.86,1.61,129.5,0.41,352.97,-0.02,-132.21,95.35,94.66,-128.81
05.11.2009,3,1,78,105,15,3,22,20,179,223.16,77.74,223.24,1.62,129.1,0.41,352.99,-0.02,-145.43,94.14,94.07,-129.83
04.11.2009,7,3,57,107,13,1,19,25,232,222.16,63.59,221.62,1.63,128.68,0.42,353.01,-0.02,-158.57,92.94,93.48,-130.85
03.11.2009,8,2,50,93,15,1,19,30,153,221.16,49.59,219.99,1.63,128.26,0.42,353.04,-0.02,-171.57,91.73,92.9,-131.88
02.11.2009,8,3,61,106,9,0,9,30,185,220.16,35.81,218.35,1.64,127.84,0.43,353.06,-0.02,175.65,90.51,92.32,-132.9
01.11.2009,14,4,55,41,5,0,7,36,94,219.16,22.31,216.71,1.65,127.41,0.43,353.08,-0.02,163.15,89.3,91.75,-133.92
31.10.2009,10,4,46,59,17,0,20,51,147,218.16,9.15,215.06,1.65,126.97,0.44,353.11,-0.02,150.99,88.08,91.18,-134.95
30.10.2009,10,4,72,84,3,0,3,33,192,217.16,356.33,213.4,1.66,126.54,0.44,353.13,-0.03,139.17,86.86,90.63,-135.97
29.10.2009,1,2,77,114,13,0,16,39,188,216.16,343.84,211.73,1.67,126.09,0.45,353.16,-0.03,127.68,85.64,90.07,-137.0
28.10.2009,7,3,66,103,19,2,18,28,164,215.16,331.63,210.06,1.68,125.64,0.45,353.18,-0.03,116.47,84.42,89.52,-138.02
27.10.2009,9,4,56,123,13,0,16,31,201,214.16,319.65,208.38,1.68,125.19,0.46,353.21,-0.03,105.48,83.19,88.98,-139.05
26.10.2009,10,5,81,129,8,0,10,30,210,213.17,307.8,206.69,1.69,124.73,0.46,353.24,-0.03,94.63,81.96,88.44,-140.07
25.10.2009,13,7,63,59,8,0,11,61,87,212.17,296.0,205.0,1.69,124.27,0.47,353.27,-0.03,83.83,80.74,87.9,-141.1
24.10.2009,15,2,69,81,11,3,16,95,111,211.13,283.67,203.24,1.7,123.78,0.47,353.3,-0.03,72.54,79.46,87.35,-142.16
23.10.2009,4,5,75,104,13,1,18,52,197,210.14,271.69,201.54,1.7,123.31,0.47,353.32,-0.03,61.55,78.23,86.83,-143.19
22.10.2009,8,2,68,98,12,3,10,24,145,209.14,259.49,199.83,1.7,122.83,0.48,353.35,-0.03,50.35,77.0,86.31,-144.21
21.10.2009,8,0,63,116,8,1,7,28,166,208.15,247.0,198.13,1.7,122.35,0.48,353.39,-0.03,38.85,75.78,85.8,-145.24
20.10.2009,7,4,65,101,23,0,29,29,164,207.15,234.18,196.43,1.7,121.86,0.49,353.42,-0.03,27.03,74.56,85.29,-146.27
19.10.2009,6,6,83,123,7,0,7,34,142,206.16,221.01,194.73,1.69,121.38,0.49,353.45,-0.03,14.86,73.36,84.78,-147.29
18.10.2009,9,3,49,56,6,0,6,41,93,205.16,207.51,193.04,1.69,120.88,0.5,353.48,-0.03,2.35,72.16,84.28,-148.32
17.10.2009,6,6,75,71,10,0,11,42,151,204.17,193.73,191.36,1.67,120.39,0.5,353.51,-0.03,-10.44,70.98,83.78,-149.34
16.10.2009,9,4,52,108,21,2,24,45,209,203.18,179.71,189.7,1.66,119.88,0.5,353.54,-0.03,-23.46,69.81,83.29,-150.37
15.10.2009,5,2,55,82,9,1,14,16,217,202.19,165.56,188.05,1.63,119.38,0.51,353.58,-0.03,-36.63,68.67,82.81,-151.39
13.10.2009,3,1,71,86,15,3,18,30,208,200.2,137.11,184.85,1.57,118.36,0.51,353.65,-0.03,-63.1,66.49,81.85,-153.44
12.10.2009,10,6,73,145,29,1,39,43,228,199.21,122.92,183.3,1.52,117.84,0.52,353.68,-0.03,-76.29,65.46,81.37,-154.47
09.10.2009,11,6,60,119,17,2,16,32,163,196.25,80.84,178.99,1.33,116.27,0.53,353.79,-0.04,-115.41,62.72,79.97,-157.54
08.10.2009,12,5,65,108,12,2,16,36,147,195.26,67.0,177.7,1.25,115.74,0.53,353.82,-0.04,-128.26,61.96,79.52,-158.56
07.10.2009,4,3,75,123,17,1,22,38,187,194.27,53.29,176.5,1.15,115.21,0.53,353.86,-0.04,-140.98,61.29,79.06,-159.59
06.10.2009,1,1,63,122,10,1,10,36,70,193.29,39.74,175.41,1.04,114.68,0.54,353.9,-0.04,-153.55,60.73,78.61,-160.61
02.10.2009,12,4,60,112,11,1,12,0,195,189.35,347.73,172.31,0.48,112.5,0.55,354.05,-0.04,158.38,59.81,76.85,-164.7
01.10.2009,0,0,,0,0,1,0,0,0,188.37,335.37,171.91,0.32,111.95,0.55,354.09,-0.04,147.0,59.96,76.42,-165.72
30.09.2009,10,2,65,115,19,1,23,31,202,187.38,323.24,171.67,0.15,111.4,0.56,354.12,-0.04,135.85,60.28,75.99,-166.74
29.09.2009,7,2,58,112,17,0,20,24,213,186.4,311.29,171.61,-0.02,110.84,0.56,354.16,-0.04,124.89,60.77,75.56,-167.76
28.09.2009,4,1,68,150,13,0,16,26,172,185.42,299.45,171.72,-0.19,110.28,0.56,354.2,-0.04,114.03,61.44,75.14,-168.78
27.09.2009,6,7,49,44,10,1,14,40,84,184.44,287.66,172.0,-0.36,109.72,0.56,354.24,-0.04,103.22,62.28,74.72,-169.8
26.09.2009,13,3,58,100,18,2,20,59,135,183.46,275.81,172.44,-0.52,109.15,0.57,354.28,-0.04,92.36,63.29,74.31,-170.82
25.09.2009,2,1,57,116,21,1,31,40,195,182.48,263.83,173.03,-0.66,108.58,0.57,354.32,-0.04,81.35,64.44,73.89,-171.84
24.09.2009,7,3,47,104,8,0,15,31,149,181.5,251.62,173.75,-0.79,108.01,0.57,354.36,-0.04,70.12,65.74,73.48,-172.86
23.09.2009,5,1,57,129,9,1,9,29,154,180.52,239.09,174.6,-0.89,107.44,0.57,354.4,-0.04,58.58,67.16,73.08,-173.88
22.09.2009,13,4,61,112,0,0,0,0,0,179.54,226.2,175.53,-0.98,106.86,0.58,354.44,-0.04,46.66,68.67,72.68,-174.9
21.09.2009,8,3,65,141,13,0,16,33,174,178.56,212.9,176.54,-1.03,106.29,0.58,354.48,-0.04,34.34,70.25,72.28,-175.92
20.09.2009,9,6,49,68,19,1,25,56,81,177.58,199.19,177.59,-1.06,105.7,0.58,354.52,-0.04,21.6,71.89,71.88,-176.94
19.09.2009,9,5,62,78,7,1,8,33,135,176.61,185.1,178.66,-1.07,105.12,0.58,354.56,-0.04,8.5,73.54,71.48,-177.95
17.09.2009,3,3,56,119,24,3,27,36,198,174.65,156.14,180.74,-1.0,103.95,0.59,354.64,-0.04,-18.51,76.8,70.71,-179.99
16.09.2009,10,6,64,117,7,0,9,40,178,173.68,141.49,181.71,-0.94,103.35,0.59,354.68,-0.04,-32.18,78.36,70.32,179.0
14.09.2009,9,1,86,132,17,3,16,32,131,171.73,112.38,183.43,-0.77,102.17,0.6,354.76,-0.04,-59.35,81.27,69.56,176.97
13.09.2009,10,4,43,61,11,2,17,59,67,170.75,98.06,184.15,-0.67,101.57,0.6,354.8,-0.04,-72.69,82.59,69.19,175.95
12.09.2009,5,2,57,90,13,3,15,101,98,169.78,83.96,184.77,-0.56,100.97,0.6,354.84,-0.04,-85.82,83.8,68.81,174.94
11.09.2009,6,3,56,112,20,2,37,49,191,168.81,70.09,185.28,-0.45,100.36,0.6,354.88,-0.04,-98.71,84.92,68.44,173.93
10.09.2009,10,2,57,114,16,1,21,43,143,167.83,56.45,185.68,-0.34,99.76,0.61,354.92,-0.04,-111.38,85.92,68.08,172.92
09.09.2009,6,0,57,109,14,0,15,26,161,166.86,43.04,185.97,-0.23,99.15,0.61,354.96,-0.04,-123.82,86.81,67.71,171.9
08.09.2009,5,5,53,112,17,0,17,32,161,165.89,29.84,186.14,-0.13,98.54,0.61,355.0,-0.04,-136.05,87.6,67.35,170.89
07.09.2009,6,1,77,129,15,2,17,38,126,164.92,16.86,186.22,-0.02,97.93,0.61,355.04,-0.04,-148.06,88.29,66.99,169.88
06.09.2009,8,4,46,59,12,0,17,49,122,163.95,4.08,186.19,0.08,97.32,0.61,355.08,-0.04,-159.87,88.87,66.63,168.87
05.09.2009,5,5,58,66,13,1,12,39,114,162.98,351.52,186.06,0.17,96.7,0.62,355.11,-0.04,-171.46,89.36,66.28,167.87
04.09.2009,4,3,58,120,20,0,26,32,159,162.01,339.16,185.85,0.26,96.09,0.62,355.15,-0.04,177.15,89.76,65.93,166.86
03.09.2009,8,1,52,105,17,0,20,30,158,161.04,326.99,185.54,0.35,95.47,0.62,355.19,-0.04,165.95,90.07,65.58,165.85
02.09.2009,6,3,59,105,14,0,21,33,133,160.08,314.98,185.15,0.43,94.85,0.62,355.23,-0.04,154.91,90.31,65.23,164.85
01.09.2009,5,5,56,115,12,1,11,37,175,159.11,303.1,184.69,0.5,94.22,0.62,355.27,-0.04,143.99,90.47,64.89,163.84
31.08.2009,11,4,70,139,14,2,14,39,164,158.14,291.29,184.15,0.57,93.6,0.63,355.31,-0.04,133.15,90.55,64.54,162.83
30.08.2009,11,5,86,141,17,1,24,97,179,157.17,279.5,183.54,0.64,92.97,0.63,355.34,-0.04,122.33,90.57,64.2,161.83
28.08.2009,4,3,60,114,14,1,17,62,153,155.24,255.67,182.14,0.76,91.71,0.63,355.42,-0.04,100.43,90.43,63.53,159.82
27.08.2009,7,4,47,128,11,0,14,43,124,154.28,243.47,181.35,0.82,91.08,0.63,355.45,-0.04,89.2,90.27,63.2,158.82
26.08.2009,4,2,58,107,16,2,22,28,110,153.31,230.97,180.5,0.87,90.44,0.64,355.49,-0.04,77.66,90.06,62.87,157.82
25.08.2009,9,3,48,133,16,1,23,30,133,152.35,218.1,179.61,0.92,89.81,0.64,355.53,-0.04,65.76,89.8,62.54,156.82
24.08.2009,11,4,73,151,12,0,7,44,136,151.38,204.81,178.67,0.96,89.17,0.64,355.56,-0.04,53.43,89.5,62.21,155.82
23.08.2009,10,3,57,49,7,0,9,46,109,150.42,191.07,177.68,1.01,88.53,0.64,355.6,-0.04,40.66,89.15,61.89,154.82
22.08.2009,10,1,52,81,12,2,12,44,103,149.45,176.9,176.65,1.05,87.89,0.64,355.63,-0.03,27.44,88.77,61.57,153.82
21.08.2009,7,3,52,121,8,1,9,38,165,148.49,162.34,175.58,1.09,87.24,0.64,355.67,-0.03,13.85,88.34,61.25,152.82
20.08.2009,6,3,62,100,13,0,15,25,131,147.53,147.51,174.47,1.13,86.6,0.65,355.7,-0.03,-0.02,87.88,60.93,151.82
19.08.2009,3,2,50,116,15,0,17,37,126,146.56,132.53,173.33,1.16,85.95,0.65,355.73,-0.03,-14.03,87.38,60.61,150.83
18.08.2009,9,3,62,129,8,2,9,40,136,145.6,117.54,172.15,1.2,85.3,0.65,355.77,-0.03,-28.06,86.85,60.3,149.83
17.08.2009,9,3,53,131,10,1,12,41,149,144.64,102.68,170.93,1.23,84.65,0.65,355.8,-0.03,-41.95,86.28,59.99,148.84
16.08.2009,8,7,44,58,9,0,10,57,76,143.68,88.06,169.68,1.27,84.0,0.65,355.83,-0.03,-55.62,85.68,59.68,147.84
15.08.2009,3,4,45,47,16,0,20,58,73,142.71,73.74,168.4,1.3,83.34,0.66,355.86,-0.03,-68.98,85.06,59.37,146.85
14.08.2009,6,3,60,128,14,0,18,32,161,141.75,59.76,167.09,1.33,82.69,0.66,355.89,-0.03,-82.0,84.4,59.07,145.86
13.08.2009,4,4,45,98,9,1,9,39,140,140.79,46.12,165.74,1.36,82.03,0.66,355.93,-0.03,-94.67,83.72,58.76,144.87
12.08.2009,10,3,44,91,14,0,28,33,154,139.83,32.83,164.37,1.39,81.37,0.66,355.96,-0.03,-107.01,83.0,58.46,143.88
11.08.2009,5,5,50,119,16,0,28,33,241,138.87,19.83,162.97,1.42,80.71,0.66,355.98,-0.03,-119.04,82.26,58.16,142.89
10.08.2009,9,4,64,124,11,2,12,30,151,137.91,7.11,161.54,1.44,80.05,0.66,356.01,-0.03,-130.8,81.49,57.87,141.9
09.08.2009,3,5,37,55,10,5,15,50,94,136.96,354.62,160.08,1.47,79.38,0.66,356.04,-0.03,-142.33,80.7,57.57,140.91
08.08.2009,5,3,39,69,14,3,15,61,124,136.0,342.33,158.6,1.5,78.72,0.67,356.07,-0.03,-153.66,79.88,57.28,139.93
07.08.2009,8,5,60,102,18,0,18,60,150,135.04,330.21,157.08,1.53,78.05,0.67,356.1,-0.03,-164.82,79.03,56.99,138.94
06.08.2009,9,4,61,100,13,0,19,67,155,134.08,318.23,155.54,1.56,77.38,0.67,356.12,-0.03,-175.85,78.15,56.7,137.96
05.08.2009,6,5,82,111,17,2,23,32,117,133.12,306.34,153.97,1.58,76.71,0.67,356.15,-0.03,173.22,77.25,56.41,136.97
04.08.2009,8,4,55,124,15,1,15,33,115,132.17,294.52,152.37,1.61,76.04,0.67,356.18,-0.03,162.36,76.33,56.12,135.99
03.08.2009,8,4,55,124,15,1,15,33,115,131.21,282.73,150.75,1.64,75.37,0.67,356.2,-0.02,151.52,75.38,55.84,135.01
02.08.2009,7,9,34,58,11,1,28,55,82,130.25,270.92,149.09,1.67,74.7,0.67,356.22,-0.02,140.67,74.4,55.56,134.03
01.08.2009,6,4,64,94,11,1,11,36,126,129.3,259.03,147.41,1.69,74.02,0.68,356.25,-0.02,129.74,73.39,55.28,133.05
31.07.2009,6,4,64,94,11,0,11,36,126,128.34,247.01,145.7,1.72,73.34,0.68,356.27,-0.02,118.67,72.36,55.0,132.07
30.07.2009,8,3,59,97,11,0,14,43,136,127.38,234.8,143.97,1.75,72.66,0.68,356.29,-0.02,107.41,71.3,54.72,131.09
29.07.2009,9,2,50,124,13,0,20,23,127,126.43,222.31,142.2,1.78,71.98,0.68,356.32,-0.02,95.89,70.22,54.44,130.11
28.07.2009,6,8,78,104,12,0,15,29,118,125.47,209.5,140.41,1.81,71.3,0.68,356.34,-0.02,84.03,69.11,54.17,129.13
27.07.2009,7,1,55,136,13,0,14,30,146,124.52,196.29,138.59,1.84,70.62,0.68,356.36,-0.02,71.77,67.97,53.9,128.16
26.07.2009,4,4,33,43,12,0,19,49,67,123.56,182.65,136.74,1.86,69.94,0.69,356.38,-0.02,59.09,66.8,53.62,127.18
25.07.2009,5,1,52,80,19,0,28,38,114,122.6,168.57,134.86,1.89,69.25,0.69,356.39,-0.02,45.96,65.61,53.35,126.21
24.07.2009,8,0,39,119,18,1,18,31,132,121.65,154.07,132.95,1.92,68.56,0.69,356.41,-0.02,32.42,64.39,53.09,125.23
23.07.2009,6,1,57,125,6,0,6,42,136,120.69,139.22,131.02,1.95,67.87,0.69,356.43,-0.02,18.53,63.14,52.82,124.26
22.07.2009,5,5,53,121,8,0,9,44,142,119.74,124.13,129.06,1.98,67.18,0.69,356.45,-0.02,4.4,61.87,52.55,123.29
21.07.2009,2,4,61,102,13,0,16,46,115,118.78,108.96,127.07,2.0,66.49,0.69,356.46,-0.02,-9.83,60.57,52.29,122.32
20.07.2009,6,3,64,133,18,0,18,43,158,117.83,93.84,125.05,2.03,65.8,0.69,356.48,-0.01,-23.98,59.25,52.03,121.35
19.07.2009,2,7,38,50,13,0,25,47,104,116.87,78.94,123.01,2.05,65.1,0.7,356.49,-0.01,-37.93,57.9,51.77,120.38
18.07.2009,11,4,35,90,22,0,25,52,109,115.92,64.36,120.94,2.08,64.41,0.7,356.51,-0.01,-51.55,56.53,51.51,119.41
17.07.2009,7,2,51,107,9,0,10,48,169,114.96,50.19,118.86,2.1,63.71,0.7,356.52,-0.01,-64.78,55.14,51.25,118.44
16.07.2009,2,2,71,106,18,1,23,43,136,114.01,36.44,116.75,2.12,63.01,0.7,356.53,-0.01,-77.57,53.74,51.0,117.48
15.07.2009,12,2,52,109,12,0,16,45,179,113.06,23.11,114.62,2.13,62.31,0.7,356.54,-0.01,-89.94,52.31,50.74,116.51
14.07.2009,3,3,49,129,11,0,14,32,128,112.1,10.18,112.49,2.14,61.61,0.7,356.55,-0.01,-101.92,50.87,50.49,115.55
13.07.2009,7,2,52,146,14,2,16,45,141,111.15,357.58,110.34,2.15,60.91,0.7,356.56,-0.01,-113.57,49.43,50.24,114.58
12.07.2009,3,2,30,53,15,2,28,53,71,110.19,345.25,108.18,2.16,60.21,0.7,356.57,-0.01,-124.94,47.97,49.99,113.62
11.07.2009,5,8,45,67,6,2,14,61,88,109.24,333.14,106.02,2.16,59.5,0.71,356.58,-0.01,-136.1,46.52,49.74,112.66
10.07.2009,4,4,71,106,19,0,23,52,179,108.29,321.18,103.86,2.15,58.8,0.71,356.59,-0.01,-147.11,45.07,49.49,111.7
09.07.2009,10,5,63,108,16,0,17,32,141,107.33,309.32,101.71,2.15,58.09,0.71,356.6,-0.01,-158.01,43.62,49.24,110.74
08.07.2009,7,7,68,104,10,0,14,26,214,106.38,297.52,99.57,2.13,57.38,0.71,356.6,-0.01,-168.87,42.19,49.0,109.78
07.07.2009,5,4,54,105,16,0,21,42,163,105.43,285.72,97.45,2.11,56.67,0.71,356.61,-0.0,-179.71,40.78,48.76,108.82
06.07.2009,8,6,33,61,15,2,20,58,78,104.47,273.89,95.35,2.09,55.96,0.71,356.61,-0.0,169.42,39.39,48.51,107.86
05.07.2009,8,6,33,61,14,0,19,58,78,103.52,262.0,93.28,2.06,55.25,0.71,356.62,-0.0,158.48,38.03,48.27,106.91
04.07.2009,4,4,53,82,12,1,19,59,95,102.57,250.01,91.23,2.03,54.54,0.71,356.62,-0.0,147.44,36.7,48.03,105.95
